CODIGO;MUNICIPIO;VA 2024;VA 2023;População;Receita Tributária;Área Cultivada;Área Inundada;Ind. Protegida;Vegetação Nativa;Resíduos Sólidos;Cota Parte Educação;IPM;
150;ADAMANTINA;1.216.515.124;805.245.843;34687;33300892;32756,90;0,0000000;0,000000;0,0000000;0,0015130;0,0007679;0,0588683;
151;ADOLFO;271.762.680;170.956.097;4351;3863913;14617,30;0,0106482;0,000000;0,0000000;0,0000000;0,0001282;0,0209980;
152;AGUAI;1.807.776.588;1.471.439.613;32072;20161060;41205,40;0,0000000;0,000000;0,0000000;0,0014270;0,0008075;0,0837045;
154;AGUAS DA PRATA;274.621.644;197.469.817;7369;6676697;9013,10;0,0000000;0,007334;0,0023692;0,0013000;0,0001677;0,0190735;
153;AGUAS DE LINDOIA;266.432.731;240.779.740;17930;41751063;3234,90;0,0000000;0,000000;0,0000000;0,0013180;0,0004015;0,0210414;
607;AGUAS DE SANTA BARBARA;427.231.715;330.417.734;7177;21786015;29850,80;0,0000000;0,321615;0,0000000;0,0011290;0,0002032;0,0298061;
155;AGUAS DE SAO PEDRO;63.299.467;62.450.182;2780;11725313;29,00;0,0000000;0,000000;0,0000000;0,0012200;0,0000884;0,0077330;
156;AGUDOS;3.666.466.480;3.326.092.948;37680;18968056;80642,50;0,0000000;0,039998;0,0006544;0,0015570;0,0009134;0,1628888;
732;ALAMBARI;129.103.792;143.687.562;6141;3761801;12901,90;0,0000000;0,000000;0,0000000;0,0011380;0,0001508;0,0131491;
157;ALFREDO MARCONDES;149.085.662;141.185.672;4445;4002206;11841,00;0,0000000;0,000000;0,0000000;0,0012960;0,0000357;0,0120285;
158;ALTAIR;355.446.060;349.091.329;3451;3988212;24129,10;0,0000000;0,000000;0,0000000;0,0000000;0,0000800;0,0217388;
159;ALTINOPOLIS;968.967.638;780.771.768;16818;17146171;68918,50;0,0000000;0,000000;0,0000000;0,0012650;0,0004575;0,0550149;
160;ALTO ALEGRE;232.612.480;217.607.144;3841;1938021;28428,60;0,0000000;0,000000;0,0000000;0,0013310;0,0001093;0,0185933;
733;ALUMINIO;2.559.053.075;807.977.976;17301;21291161;1697,60;0,0002294;0,041201;0,0002179;0,0012290;0,0004115;0,0732948;
161;ALVARES FLORENCE;253.826.044;251.431.698;3915;2128980;30647,58;0,0000000;0,000000;0,0000000;0,0012650;0,0000954;0,0198465;
162;ALVARES MACHADO;422.738.470;368.875.270;27255;14945980;30756,92;0,0000000;0,000000;0,0000000;0,0016670;0,0007740;0,0345437;
163;ALVARO DE CARVALHO;45.839.709;37.224.603;4808;729041;11931,10;0,0000000;0,000000;0,0000000;0,0013310;0,0001146;0,0088896;
164;ALVINLANDIA;47.216.287;38.087.988;2885;854325;6022,60;0,0000000;0,095530;0,0000000;0,0013310;0,0000952;0,0085756;
165;AMERICANA;9.940.015.875;10.501.765.542;237240;330672541;2222,50;0,0017105;0,000000;0,0000000;0,0030910;0,0045766;0,4677640;
166;AMERICO BRASILIENSE;1.112.338.891;692.397.556;33019;18804841;9128,30;0,0000000;0,000000;0,0000000;0,0014110;0,0009010;0,0513638;
167;AMERICO DE CAMPOS;318.402.121;306.869.074;5870;2510215;21385,90;0,0000000;0,000000;0,0000000;0,0012870;0,0001500;0,0212235;
168;AMPARO;5.166.881.490;5.099.496.391;68008;84568379;31205,90;0,0000000;0,380785;0,0041747;0,0016510;0,0014728;0,2337889;
169;ANALANDIA;498.681.272;498.705.562;4589;6038041;27105,40;0,0000000;0,283358;0,0032737;0,0013310;0,0001384;0,0353325;
170;ANDRADINA;2.912.165.930;2.394.627.705;59783;49620284;74212,30;0,0052216;0,011881;0,0000000;0,0016290;0,0015363;0,1409264;
171;ANGATUBA;1.470.577.149;1.274.688.507;24022;10854995;101868,88;0,0023870;0,051861;0,0001905;0,0013450;0,0006282;0,0832746;
172;ANHEMBI;373.666.923;285.200.647;5674;4834097;55184,09;0,0138295;0,144026;0,0010577;0,0000000;0,0001630;0,0366356;
173;ANHUMAS;123.237.162;146.688.763;4023;3919480;27128,58;0,0000000;0,000000;0,0000000;0,0012250;0,0000894;0,0148302;
174;APARECIDA;607.923.657;571.842.316;32569;34560297;6401,10;0,0000000;0,000000;0,0000000;0,0014160;0,0008515;0,0395623;
175;APARECIDA D'OESTE;139.942.120;141.071.178;4086;1368266;24415,40;0,0010716;0,000000;0,0000000;0,0010580;0,0001152;0,0151758;
176;APIAI;593.317.308;497.593.331;24585;7952344;24668,90;0,0000000;0,809264;0,0248682;0,0013180;0,0006842;0,0704519;
734;ARACARIGUAMA;3.586.030.148;3.654.803.592;21522;39998906;542,00;0,0000000;0,000000;0,0031545;0,0000000;0,0006240;0,1524492;
177;ARACATUBA;6.156.452.322;5.203.175.453;200124;215080398;87800,40;0,0241080;0,000000;0,0000000;0,0028650;0,0047855;0,3167459;
178;ARACOIABA DA SERRA;927.463.296;767.580.392;32443;44741136;12759,80;0,0000000;0,000000;0,0000000;0,0016510;0,0008738;0,0511136;
179;ARAMINA;227.799.223;242.697.583;5420;4270037;17065,20;0,0006529;0,000000;0,0000000;0,0010880;0,0001524;0,0178990;
180;ARANDU;246.639.698;221.009.959;6885;15312135;22678,00;0,0106270;0,000000;0,0000000;0,0013360;0,0001865;0,0248573;
735;ARAPEI;20.661.444;18.383.834;2330;836393;11338,30;0,0000000;0,000000;0,0029608;0,0012950;0,0000648;0,0102515;
181;ARARAQUARA;10.719.055.454;9.923.133.687;242228;324303215;80174,20;0,0000000;0,000000;0,0000000;0,0030420;0,0046255;0,4836362;
182;ARARAS;6.321.357.816;5.233.502.025;130866;175896652;48861,10;0,0000000;0,000000;0,0000000;0,0027960;0,0028886;0,2757095;
775;ARCO-IRIS;122.659.383;190.210.835;2044;746939;22404,00;0,0000000;0,000000;0,0000000;0,0012470;0,0000641;0,0143489;
183;AREALVA;313.797.593;315.971.178;8130;3876885;38148,20;0,0021126;0,000000;0,0000000;0,0009110;0,0002116;0,0259148;
184;AREIAS;41.313.796;36.438.370;3577;1118821;22593,90;0,0001768;0,000000;0,0061143;0,0011290;0,0000775;0,0162840;
185;AREIOPOLIS;168.756.448;165.107.721;10130;2182516;7756,80;0,0000000;0,000000;0,0000000;0,0012780;0,0002931;0,0151419;
186;ARIRANHA;1.107.063.215;1.168.182.261;7602;4142195;11611,00;0,0000000;0,000000;0,0000000;0,0011380;0,0001814;0,0510821;
187;ARTUR NOGUEIRA;1.613.480.288;1.373.049.036;51456;36828881;12188,60;0,0000000;0,000000;0,0000000;0,0014220;0,0012930;0,0802588;
188;ARUJA;7.121.798.016;6.863.372.990;86678;138461303;554,00;0,0000000;0,045971;0,0017828;0,0016950;0,0025054;0,3074277;
736;ASPASIA;50.275.609;45.149.174;1842;584771;6509,66;0,0000000;0,000000;0,0000000;0,0000000;0,0000147;0,0062866;
189;ASSIS;1.885.505.728;1.774.417.256;101409;106736405;44099,20;0,0000000;0,216138;0,0000000;0,0030420;0,0024229;0,1194617;
190;ATIBAIA;5.912.757.028;5.329.670.908;158647;338040318;17595,80;0,0000000;0,592941;0,0069608;0,0028450;0,0041233;0,3001700;
191;AURIFLAMA;555.941.646;614.800.870;13692;6606649;36393,70;0,0001052;0,000000;0,0000000;0,0000000;0,0003190;0,0359377;
192;AVAI;313.281.525;323.829.627;4483;5713925;44194,10;0,0000000;0,498237;0,0042092;0,0012470;0,0001090;0,0341962;
193;AVANHANDAVA;418.974.599;474.707.390;11263;7292626;29373,10;0,0000000;0,000000;0,0000000;0,0012910;0,0003267;0,0301109;
194;AVARE;2.725.014.962;2.548.887.010;92805;91024056;85580,00;0,0116238;0,264971;0,0020008;0,0011960;0,0021861;0,1605934;
195;BADY BASSITT;397.760.360;358.175.998;27260;26422354;8089,24;0,0000000;0,000000;0,0000000;0,0015850;0,0007042;0,0297118;
196;BALBINOS;42.552.873;48.696.705;3887;368358;8899,20;0,0000000;0,208537;0,0004423;0,0009420;0,0001093;0,0107479;
197;BALSAMO;360.417.086;225.695.318;9596;5943808;14098,70;0,0000000;0,000000;0,0000000;0,0013530;0,0002314;0,0204079;
198;BANANAL;144.417.174;174.315.877;9969;5306721;28242,20;0,0000000;0,080208;0,0143572;0,0010880;0,0002409;0,0330354;
199;BARAO DE ANTONINA;38.447.067;50.753.861;3531;765189;11346,00;0,0044562;0,162362;0,0006517;0,0013180;0,0000993;0,0131911;
200;BARBOSA;161.344.689;174.355.444;5640;2986940;16768,40;0,0049440;0,000000;0,0000000;0,0011450;0,0001539;0,0174487;
201;BARIRI;1.334.054.372;1.259.946.868;31595;19802655;37813,00;0,0022059;0,000000;0,0000000;0,0016730;0,0007986;0,0714825;
202;BARRA BONITA;1.822.452.703;1.613.306.376;34346;34476494;10397,80;0,0016492;0,025673;0,0000634;0,0014530;0,0008504;0,0838401;
737;BARRA DO CHAPEU;64.494.231;59.695.517;5179;1426598;16045,40;0,0000000;0,000000;0,0087844;0,0010070;0,0001591;0,0195362;
203;BARRA DO TURVO;42.618.578;47.224.408;6876;6280192;26713,30;0,0000000;4,779199;0,0018945;0,0012960;0,0001431;0,0619078;
204;BARRETOS;4.742.420.471;4.345.147.715;122485;165729534;127368,00;0,0042148;0,000000;0,0000000;0,0030120;0,0029077;0,2447948;
205;BARRINHA;492.426.771;522.770.866;32092;12993742;8391,20;0,0000000;0,000000;0,0000000;0,0014110;0,0009138;0,0364952;
206;BARUERI;39.989.049.893;41.312.280.677;316473;2630262377;0,00;0,0000000;0,019720;0,0000405;0,0028160;0,0094157;1,7782307;
207;BASTOS;1.637.046.044;1.588.195.373;21503;8853335;12908,90;0,0000000;0,000000;0,0000000;0,0013310;0,0005115;0,0736954;
208;BATATAIS;2.704.221.277;2.483.804.794;58402;39417314;67124,50;0,0000000;0,000000;0,0000000;0,0013280;0,0013033;0,1316814;
209;BAURU;13.335.576.425;11.710.216.049;379146;510939736;38550,80;0,0000000;0,495253;0,0040247;0,0028550;0,0069293;0,6080230;
210;BEBEDOURO;3.609.832.306;2.918.118.814;76373;78495244;58388,00;0,0000000;0,000000;0,0000000;0,0014270;0,0017436;0,1626375;
211;BENTO DE ABREU;516.700.542;254.880.617;2606;1735553;23848,30;0,0000000;0,000000;0,0000000;0,0013090;0,0000749;0,0232373;
212;BERNARDINO DE CAMPOS;580.442.121;565.109.266;11607;5343108;26487,00;0,0004550;0,000000;0,0000000;0,0010400;0,0002857;0,0338839;
738;BERTIOGA;801.993.738;779.743.966;64188;346021603;1,00;0,0000000;2,861893;0,0087570;0,0016560;0,0022082;0,1145617;
213;BILAC;242.113.674;248.408.268;7319;4674998;14411,20;0,0000000;0,000000;0,0000000;0,0011940;0,0001929;0,0180902;
214;BIRIGUI;3.603.611.171;3.690.172.650;118979;108740673;53323,20;0,0016061;0,000000;0,0000000;0,0021910;0,0032345;0,1976318;
215;BIRITIBA-MIRIM;390.951.428;311.054.867;29683;15509095;9453,50;0,0023032;0,628291;0,0055254;0,0000000;0,0008055;0,0417809;
216;BOA ESPERANCA DO SUL;533.053.152;590.690.245;12978;6649416;52102,20;0,0000000;0,000000;0,0000000;0,0010360;0,0003678;0,0387280;
217;BOCAINA;786.765.502;429.075.992;11259;7504827;27131,40;0,0000000;0,000000;0,0000000;0,0000000;0,0002675;0,0342293;
218;BOFETE;585.463.073;454.900.508;10460;11768663;38667,85;0,0000000;0,407662;0,0094919;0,0000000;0,0003051;0,0472092;
219;BOITUVA;3.195.551.321;2.789.261.098;61081;71976429;17046,10;0,0000000;0,000000;0,0000000;0,0016840;0,0016280;0,1433451;
220;BOM JESUS DOS PERDOES;1.048.194.635;1.158.654.201;22006;25269133;2421,50;0,0000000;0,798229;0,0016759;0,0000000;0,0006297;0,0639101;
739;BOM SUCESSO DE ITARARE;119.519.545;158.014.884;3555;825201;6393,80;0,0000000;0,000000;0,0031005;0,0013180;0,0001161;0,0146881;
221;BORA;114.096.493;137.280.831;907;370217;10901,00;0,0000000;0,000000;0,0000000;0,0013310;0,0000282;0,0107596;
222;BORACEIA;374.245.609;402.217.487;4715;3031787;8655,00;0,0030004;0,000000;0,0000000;0,0012470;0,0001389;0,0232358;
223;BORBOREMA;718.302.474;842.892.185;14226;10654721;47316,40;0,0039266;0,000000;0,0000000;0,0012780;0,0002358;0,0470627;
721;BOREBI;167.079.651;232.833.857;2713;4588866;29973,39;0,0000000;0,000000;0,0000000;0,0012510;0,0000804;0,0176820;
224;BOTUCATU;5.643.952.513;4.938.918.158;145155;131522284;104389,00;0,0102131;0,335105;0,0054253;0,0028550;0,0033476;0,2847341;
225;BRAGANCA PAULISTA;6.468.254.902;6.382.815.827;176811;278207596;28531,20;0,0022644;0,480131;0,0048703;0,0029730;0,0041326;0,3287498;
226;BRAUNA;109.987.094;139.047.205;5356;3393970;16547,10;0,0000000;0,000000;0,0000000;0,0000000;0,0001265;0,0124499;
776;BREJO ALEGRE;184.111.245;186.805.391;2565;1184994;11115,70;0,0018777;0,000000;0,0000000;0,0008940;0,0000764;0,0143973;
227;BRODOWSKI;745.211.443;736.761.078;25201;18680744;21095,40;0,0000000;0,000000;0,0000000;0,0012790;0,0006501;0,0444360;
228;BROTAS;1.256.566.462;1.169.790.355;23898;31556374;78408,80;0,0000000;0,375323;0,0038348;0,0013450;0,0005962;0,0796076;
229;BURI;1.102.834.854;952.529.483;20250;7312604;119464,50;0,0000000;0,000000;0,0000000;0,0000000;0,0006843;0,0710488;
230;BURITAMA;709.884.481;784.351.919;17210;12294976;24901,62;0,0058160;0,000000;0,0000000;0,0012560;0,0004333;0,0452281;
231;BURITIZAL;585.357.654;609.125.387;4356;3141113;19481,54;0,0000000;0,000000;0,0000000;0,0012060;0,0000980;0,0309857;
232;CABRALIA PAULISTA;142.548.023;160.436.000;4299;2191903;18538,42;0,0000000;0,000000;0,0000000;0,0013360;0,0001145;0,0142329;
233;CABREUVA;7.846.879.909;6.959.228.238;47011;48595158;9404,90;0,0000000;0,317437;0,0057257;0,0016450;0,0013786;0,3122062;
234;CACAPAVA;3.874.458.820;4.645.044.692;96202;91199295;18169,30;0,0000000;0,000000;0,0000000;0,0016840;0,0020576;0,1992590;
235;CACHOEIRA PAULISTA;262.771.466;223.700.407;31564;19749589;22000,70;0,0000000;0,000000;0,0000000;0,0014160;0,0007343;0,0271590;
236;CACONDE;418.380.608;372.283.303;17101;6924219;38142,00;0,0045544;0,000000;0,0000000;0,0000000;0,0004710;0,0330775;
237;CAFELANDIA;730.416.150;746.473.462;16654;6809301;72185,75;0,0070894;0,000000;0,0000000;0,0012560;0,0003963;0,0529481;
238;CAIABU;64.144.302;54.630.043;3712;1564752;23393,50;0,0000000;0,000000;0,0000000;0,0013450;0,0000923;0,0112862;
239;CAIEIRAS;3.765.035.141;3.904.182.147;95032;112561594;2411,20;0,0000219;0,079895;0,0014335;0,0015570;0,0024743;0,1878347;
240;CAIUA;177.658.625;132.700.463;5466;2563217;47959,80;0,0042889;0,000000;0,0000000;0,0012030;0,0001555;0,0219933;
241;CAJAMAR;23.887.995.292;19.438.474.785;92689;245680326;1294,70;0,0002866;0,234111;0,0015358;0,0014110;0,0026371;0,8656416;
740;CAJATI;2.122.291.053;2.086.418.704;28515;29947442;10248,00;0,0000000;1,415276;0,0007489;0,0015520;0,0008285;0,1115727;
242;CAJOBI;300.962.170;250.240.922;9133;2977929;14569,20;0,0000000;0,000000;0,0000000;0,0000000;0,0002475;0,0192274;
243;CAJURU;848.336.748;805.651.180;23830;12706397;38362,80;0,0000000;0,000000;0,0000000;0,0010580;0,0005619;0,0492005;
741;CAMPINA DO MONTE ALEGRE;186.304.676;190.191.391;5954;2338017;21727,72;0,0000000;0,000000;0,0000000;0,0012200;0,0001649;0,0167346;
244;CAMPINAS;48.281.100.518;44.707.310.588;1139047;3615462336;23486,30;0,0000226;0,038859;0,0002734;0,0179230;0,0198548;2,2053709;
245;CAMPO LIMPO PAULISTA;2.381.454.516;2.359.008.215;77632;59772128;463,90;0,0000000;0,021903;0,0011654;0,0016670;0,0019962;0,1229123;
246;CAMPOS DO JORDAO;901.634.876;914.501.053;46974;126795088;999,00;0,0000000;1,147170;0,0063012;0,0015740;0,0011453;0,0767266;
247;CAMPOS NOVOS PAULISTA;392.408.880;520.991.878;4888;2308663;53305,80;0,0000000;0,000000;0,0000000;0,0013220;0,0001587;0,0322958;
248;CANANEIA;81.886.180;73.301.174;12289;10372793;5304,10;0,0000000;3,769164;0,0439178;0,0012960;0,0003506;0,0940863;
777;CANAS;56.744.606;62.287.509;4931;2758138;4735,40;0,0000000;0,000000;0,0000000;0,0013360;0,0001336;0,0086503;
249;CANDIDO MOTA;1.802.895.916;2.045.641.112;29449;18131082;83203,50;0,0024145;0,000000;0,0000000;0,0016670;0,0006209;0,1010990;
250;CANDIDO RODRIGUES;110.562.995;108.911.738;2889;1159076;5976,50;0,0000000;0,000000;0,0000000;0,0012430;0,0000939;0,0100999;
742;CANITAR;231.031.808;197.841.625;6283;2218579;5078,40;0,0000975;0,000000;0,0000000;0,0000000;0,0002272;0,0149632;
251;CAPAO BONITO;1.255.465.124;1.094.792.678;46337;21296027;118556,20;0,0000000;1,940305;0,0271671;0,0016120;0,0013866;0,1333734;
252;CAPELA DO ALTO;407.295.392;349.782.057;22866;10855913;13826,50;0,0000000;0,000000;0,0000000;0,0013180;0,0006645;0,0292072;
253;CAPIVARI;2.414.730.137;2.501.843.471;50068;47566949;27184,20;0,0000000;0,000031;0,0000000;0,0013940;0,0014041;0,1210503;
254;CARAGUATATUBA;8.290.556.773;10.217.914.546;134873;255236508;5200,00;0,0000000;2,803401;0,0000000;0,0028940;0,0036408;0,4414031;
255;CARAPICUIBA;4.365.448.954;4.191.513.033;386984;185700967;0,00;0,0000000;0,005570;0,0000192;0,0023580;0,0070940;0,2695706;
256;CARDOSO;533.452.645;529.090.660;11345;4851497;46545,30;0,0155914;0,000000;0,0000000;0,0011090;0,0002901;0,0433972;
257;CASA BRANCA;1.723.638.928;1.820.250.126;28083;29584810;84261,70;0,0000000;0,000000;0,0000000;0,0015740;0,0006618;0,0951224;
258;CASSIA DOS COQUEIROS;118.147.675;83.672.514;2799;1116454;14849,80;0,0000000;0,000000;0,0000000;0,0009420;0,0000774;0,0109349;
259;CASTILHO;2.672.724.840;2.178.657.788;19977;11742628;73190,60;0,0260237;0,001186;0,0000000;0,0013090;0,0005040;0,1273920;
260;CATANDUVA;4.084.418.572;3.962.297.281;115791;141018758;20110,80;0,0000000;0,000000;0,0000000;0,0028750;0,0025948;0,1998329;
261;CATIGUA;159.392.415;153.650.997;7003;5185786;12795,40;0,0000000;0,000000;0,0000000;0,0013450;0,0001928;0,0145466;
262;CEDRAL;437.759.783;451.910.926;12618;12148767;16624,10;0,0000000;0,000000;0,0000000;0,0011460;0,0003008;0,0277457;
263;CERQUEIRA CESAR;1.013.254.614;908.274.655;21469;12146933;43376,90;0,0042820;0,000280;0,0000000;0,0011630;0,0005503;0,0569957;
265;CERQUILHO;2.086.593.137;1.878.875.377;44695;31068908;11254,50;0,0000000;0,000000;0,0000000;0,0000000;0,0010535;0,0946307;
264;CESARIO LANGE;440.236.684;418.478.574;19048;12687213;16073,70;0,0000000;0,000000;0,0000000;0,0011380;0,0004732;0,0292517;
266;CHARQUEADA;645.637.334;486.165.595;15535;9997242;11914,30;0,0000000;0,018654;0,0001911;0,0012200;0,0004594;0,0335679;
719;CHAVANTES;644.189.491;626.635.896;12211;6067947;17270,30;0,0014981;0,000000;0,0000000;0,0012470;0,0003632;0,0361936;
267;CLEMENTINA;549.615.391;223.893.297;6982;4152727;14762,10;0,0000000;0,000000;0,0000000;0,0012600;0,0001829;0,0231415;
268;COLINA;3.235.803.684;2.204.474.669;18486;10934224;36263,40;0,0000000;0,000000;0,0000000;0,0012340;0,0004601;0,1181177;
269;COLOMBIA;1.186.307.016;1.092.840.747;6629;7548801;56649,20;0,0100150;0,000459;0,0000000;0,0012820;0,0002047;0,0642626;
270;CONCHAL;1.409.794.397;753.759.621;28101;20505383;15709,00;0,0000000;0,000000;0,0000000;0,0016780;0,0007901;0,0578680;
271;CONCHAS;379.621.938;298.894.647;15232;10149500;38109,06;0,0029850;0,000000;0,0000000;0,0011020;0,0004060;0,0300563;
272;CORDEIROPOLIS;5.493.930.945;4.482.488.194;24514;32905767;8428,40;0,0000000;0,000000;0,0000000;0,0012820;0,0006799;0,2024986;
273;COROADOS;621.254.737;407.203.762;5400;3607400;25288,60;0,0000000;0,000000;0,0000000;0,0011670;0,0001510;0,0293338;
274;CORONEL MACEDO;256.413.640;312.830.750;4280;3059613;36173,30;0,0002663;0,128284;0,0009128;0,0013310;0,0000981;0,0244933;
275;CORUMBATAI;308.074.018;285.638.150;4195;7188766;21407,50;0,0000000;0,275715;0,0024710;0,0013310;0,0001266;0,0257635;
276;COSMOPOLIS;3.061.836.513;2.379.959.491;59773;39309984;9633,60;0,0000000;0,000000;0,0000000;0,0016510;0,0015188;0,1288453;
277;COSMORAMA;442.406.560;431.091.750;8719;5384363;35596,10;0,0000000;0,000000;0,0000000;0,0013530;0,0001655;0,0288108;
278;COTIA;16.247.803.287;15.473.860.657;274413;471893796;1204,70;0,0006660;0,088335;0,0090059;0,0030120;0,0067026;0,7201321;
279;CRAVINHOS;2.601.274.979;2.558.293.835;33281;40658313;24117,50;0,0000000;0,000000;0,0000000;0,0014380;0,0008819;0,1182072;
280;CRISTAIS PAULISTA;534.483.028;393.534.232;9272;4151486;30349,40;0,0000000;0,000000;0,0000000;0,0013530;0,0002427;0,0296640;
281;CRUZALIA;143.580.067;251.783.811;2108;1298685;23701,70;0,0008927;0,000000;0,0000000;0,0012820;0,0000418;0,0163999;
282;CRUZEIRO;2.531.170.638;2.105.829.156;74961;48478014;14541,90;0,0000000;0,531526;0,0000000;0,0016730;0,0017541;0,1237379;
283;CUBATAO;28.391.305.671;27.735.234.887;112476;447968153;9,60;0,0000000;0,954666;0,0000000;0,0030220;0,0026113;1,1254252;
284;CUNHA;242.096.089;190.594.605;22110;6817691;102493,80;0,0000000;0,776564;0,0000000;0,0010400;0,0005592;0,0446100;
285;DESCALVADO;2.636.329.562;2.219.789.291;31756;23567347;55256,30;0,0000000;0,000000;0,0000000;0,0014110;0,0008392;0,1162480;
286;DIADEMA;17.023.283.755;16.713.599.776;393237;428522572;0,00;0,0001501;0,000000;0,0001049;0,0030220;0,0083237;0,7692793;
722;DIRCE REIS;95.399.452;65.585.536;1620;582303;8125,67;0,0000000;0,000000;0,0000000;0,0012200;0,0000303;0,0085544;
287;DIVINOLANDIA;443.301.281;346.824.320;11158;4454268;20327,10;0,0000564;0,000000;0,0000000;0,0012120;0,0002909;0,0259591;
288;DOBRADA;185.706.543;196.713.652;8759;3134207;12351,40;0,0000000;0,000000;0,0000000;0,0011240;0,0000701;0,0143098;
289;DOIS CORREGOS;995.150.085;895.267.135;24510;16212227;52266,10;0,0039578;0,239360;0,0020519;0,0012740;0,0006126;0,0632933;
290;DOLCINOPOLIS;64.665.137;53.579.068;2207;412773;7195,57;0,0000000;0,000000;0,0000000;0,0000000;0,0000718;0,0074668;
291;DOURADO;798.114.237;1.049.704.970;8096;7090162;15500,00;0,0000000;0,000000;0,0000000;0,0009070;0,0002159;0,0442554;
