CODIGO;MUNICIPIO;VA 2024;VA 2023;População;Receita Tributária;Área Cultivada;Área Inundada;Ind. Protegida;Vegetação Nativa;Resíduos Sólidos;Cota Parte Educação;IPM;
292;DRACENA;825.770.149;766.971.855;45474;44062330;38481,40;0,0000000;0,176900;0,0000000;0,0015130;0,0010423;0,0577904;
293;DUARTINA;283.313.386;336.299.918;12328;7662657;24463,30;0,0000000;0,046261;0,0004998;0,0011320;0,0002875;0,0246206;
294;DUMONT;471.064.516;344.762.061;9471;5978394;10053,40;0,0000000;0,000000;0,0000000;0,0000000;0,0002636;0,0237161;
295;ECHAPORA;333.298.787;317.475.461;6205;4743677;46642,10;0,0000000;0,000000;0,0000000;0,0013310;0,0002087;0,0268364;
296;ELDORADO;154.250.457;114.179.307;13069;2686032;36672,40;0,0000000;2,709086;0,0570769;0,0000000;0,0003831;0,1035378;
297;ELIAS FAUSTO;1.470.050.472;1.276.366.138;17699;18031585;16368,90;0,0000000;0,000000;0,0000000;0,0011380;0,0005150;0,0653823;
743;ELISIARIO;77.052.225;127.154.238;3138;1768287;7226,40;0,0000000;0,000000;0,0000000;0,0013450;0,0000859;0,0100649;
723;EMBAUBA;210.999.047;98.669.570;2323;966241;6964,40;0,0000000;0,000000;0,0000000;0,0010580;0,0000556;0,0113463;
298;EMBU DAS ARTES;16.697.401.763;16.010.205.212;250691;181691618;79,90;0,0000000;0,000000;0,0011730;0,0000000;0,0059557;0,7050430;
299;EMBU-GUACU;749.106.898;1.228.809.118;66970;31480034;1131,40;0,0001281;0,000000;0,0042286;0,0014110;0,0014590;0,0664027;
744;EMILIANOPOLIS;57.874.351;72.674.070;3014;423189;21712,78;0,0000000;0,000000;0,0000000;0,0000000;0,0000830;0,0103747;
745;ENGENHEIRO COELHO;661.327.619;612.371.030;19566;13435581;8583,90;0,0000000;0,000000;0,0000000;0,0013400;0,0004423;0,0355775;
530;ESPIRITO SANTO DO PINHAL;1.509.435.380;1.391.121.654;39816;32413483;29088,60;0,0000487;0,000000;0,0000000;0,0016840;0,0007582;0,0751705;
724;ESPIRITO SANTO DO TURVO;267.336.800;247.065.508;4157;3123641;15827,50;0,0000000;0,000000;0,0000000;0,0013360;0,0001070;0,0176766;
746;ESTIVA GERBI;365.934.539;364.728.694;11295;8145581;5076,70;0,0000000;0,000000;0,0000000;0,0009340;0,0002296;0,0216163;
300;ESTRELA DO NORTE;77.774.173;104.765.316;2703;1473407;22504,90;0,0000000;0,000000;0,0000000;0,0012560;0,0000844;0,0121770;
301;ESTRELA D'OESTE;902.584.514;780.733.939;9417;4555625;26381,53;0,0000000;0,000000;0,0000000;0,0013180;0,0002359;0,0431484;
725;EUCLIDES DA CUNHA PAULISTA;170.048.311;166.980.906;7924;1414154;42330,10;0,0096203;0,000000;0,0000000;0,0011540;0,0002187;0,0249472;
302;FARTURA;583.450.034;559.740.686;16641;8419796;32508,30;0,0140403;0,364566;0,0024994;0,0012560;0,0004764;0,0503854;
303;FERNANDO PRESTES;276.077.867;282.527.284;5942;3346061;14408,50;0,0000000;0,000000;0,0000000;0,0012780;0,0001557;0,0188800;
304;FERNANDOPOLIS;1.774.379.005;1.503.445.166;71186;60389986;44816,20;0,0000000;0,000000;0,0000000;0,0016950;0,0016571;0,0974803;
786;FERNAO;63.797.946;57.350.166;1656;437691;8744,10;0,0000000;0,000000;0,0000000;0,0013310;0,0000404;0,0080876;
305;FERRAZ DE VASCONCELOS;2.476.677.584;2.250.217.879;179198;76142876;61,20;0,0000000;0,000000;0,0000000;0,0030420;0,0053055;0,1635029;
306;FLORA RICA;51.447.976;68.946.149;1487;657897;19557,40;0,0000000;0,000000;0,0000000;0,0012070;0,0000388;0,0098739;
307;FLOREAL;125.112.203;113.396.103;2733;1317667;17546,80;0,0000000;0,000000;0,0000000;0,0012600;0,0000664;0,0121497;
308;FLORIDA PAULISTA;246.764.573;267.887.817;12958;5609661;46896,00;0,0000000;0,000000;0,0000000;0,0013360;0,0002869;0,0255492;
309;FLORINEA;182.115.489;291.906.640;3851;4348661;26124,00;0,0049465;0,000000;0,0000000;0,0013000;0,0000312;0,0204404;
310;FRANCA;9.027.818.934;7.227.551.840;352536;359913375;37008,80;0,0000000;0,000000;0,0000000;0,0026490;0,0080332;0,4368739;
311;FRANCISCO MORATO;831.381.141;761.167.472;165139;52837329;22,70;0,0000000;0,000000;0,0006983;0,0030420;0,0048317;0,0983389;
312;FRANCO DA ROCHA;3.959.205.619;2.114.094.511;144849;101834437;1712,30;0,0002479;0,287306;0,0000783;0,0023880;0,0037512;0,1733777;
313;GABRIEL MONTEIRO;107.414.797;108.195.739;2763;1175639;12515,80;0,0000000;0,000000;0,0000000;0,0013310;0,0000741;0,0109757;
314;GALIA;184.308.826;176.268.090;6380;3633634;25174,80;0,0000000;0,258270;0,0007427;0,0013310;0,0001446;0,0202580;
315;GARCA;1.452.393.439;1.229.469.834;42110;31491346;43431,80;0,0000000;0,000000;0,0000000;0,0016670;0,0010625;0,0768266;
316;GASTAO VIDIGAL;201.174.384;186.511.324;3252;731046;15156,53;0,0000000;0,000000;0,0000000;0,0013180;0,0000561;0,0144564;
787;GAVIAO PEIXOTO;633.639.810;321.058.718;4702;13719469;21335,70;0,0000000;0,000000;0,0000000;0,0012600;0,0001400;0,0275698;
317;GENERAL SALGADO;322.903.993;452.778.483;10312;4044274;41232,30;0,0000000;0,000000;0,0000000;0,0009470;0,0002466;0,0287307;
318;GETULINA;354.357.830;362.682.788;10232;3685171;58969,34;0,0000000;0,000000;0,0000000;0,0012430;0,0002360;0,0306099;
319;GLICERIO;237.559.978;294.380.408;4138;4006303;23787,00;0,0038801;0,000000;0,0000000;0,0009600;0,0001297;0,0214706;
320;GUAICARA;527.507.880;523.855.516;11239;4579512;21636,71;0,0030670;0,000000;0,0000000;0,0013360;0,0003249;0,0331159;
321;GUAIMBE;191.850.650;208.158.360;5512;1455864;19038,56;0,0000000;0,000000;0,0000000;0,0012470;0,0001606;0,0166273;
322;GUAIRA;4.433.945.492;3.582.698.692;39279;25318661;128382,00;0,0114051;0,000000;0,0000000;0,0000000;0,0008836;0,1939624;
323;GUAPIACU;1.220.238.372;1.103.411.415;21711;10603437;27565,50;0,0000000;0,000000;0,0000000;0,0011460;0,0004633;0,0586664;
324;GUAPIARA;417.347.521;424.705.928;17071;2542099;22631,20;0,0000000;0,016482;0,0084186;0,0000000;0,0004743;0,0375453;
325;GUARA;1.251.251.205;1.166.176.988;18606;12267513;29922,10;0,0000000;0,000000;0,0000000;0,0013530;0,0005093;0,0614071;
326;GUARACAI;413.438.335;406.980.129;7441;4166254;48704,00;0,0000000;0,243231;0,0000000;0,0000000;0,0001750;0,0318162;
327;GUARACI;934.362.832;844.369.080;10350;5591527;43756,20;0,0164576;0,000000;0,0000000;0,0013360;0,0002830;0,0568037;
328;GUARANI D'OESTE;65.901.539;44.908.999;1968;538046;7239,40;0,0000000;0,000000;0,0000000;0,0013530;0,0000495;0,0077542;
329;GUARANTA;254.290.704;262.531.586;6427;4073004;35564,56;0,0000000;0,000000;0,0000000;0,0013310;0,0001760;0,0220420;
330;GUARARAPES;1.638.574.342;1.611.321.357;31043;19891835;86915,30;0,0006158;0,000000;0,0000000;0,0016120;0,0008271;0,0917829;
331;GUARAREMA;2.026.401.520;1.971.488.043;31236;59628974;15486,70;0,0000000;0,002395;0,0000231;0,0016950;0,0009820;0,0969192;
332;GUARATINGUETA;5.807.650.076;4.472.019.453;118044;102208087;44472,70;0,0000000;0,000211;0,0115949;0,0030510;0,0027541;0,2569736;
333;GUAREI;412.032.581;392.982.884;15013;3352277;45966,60;0,0000000;0,224460;0,0019025;0,0012560;0,0003805;0,0359527;
334;GUARIBA;1.550.122.272;925.970.940;37498;21597940;22141,60;0,0000000;0,000000;0,0000000;0,0016450;0,0010132;0,0677934;
335;GUARUJA;6.168.377.014;5.253.002.981;287634;1100844263;587,10;0,0000000;0,009161;0,0038980;0,0030220;0,0056585;0,3502274;
336;GUARULHOS;83.645.213.924;78.061.501.122;1291771;1843610432;602,00;0,0000000;0,891162;0,0000977;0,0193850;0,0265649;3,5002272;
726;GUATAPARA;528.531.067;487.055.122;7320;5248386;30774,50;0,0000000;0,001888;0,0000000;0,0000000;0,0001882;0,0301587;
337;GUZOLANDIA;231.844.778;149.899.004;4246;1573677;26160,60;0,0006208;0,000000;0,0000000;0,0013400;0,0001212;0,0173160;
338;HERCULANDIA;570.536.294;496.411.561;9125;3982991;31858,30;0,0000000;0,000000;0,0000000;0,0013310;0,0002482;0,0326190;
747;HOLAMBRA;1.946.366.737;2.010.913.389;15094;27863789;4257,50;0,0000000;0,012869;0,0000252;0,0013400;0,0003684;0,0852566;
748;HORTOLANDIA;10.930.556.243;13.131.118.704;236641;377097074;543,10;0,0000000;0,000000;0,0000000;0,0030120;0,0061741;0,5555613;
339;IACANGA;793.372.545;713.707.533;10437;7259124;42219,70;0,0061184;0,000000;0,0000000;0,0012820;0,0002253;0,0456824;
340;IACRI;423.761.414;376.343.285;6131;3772959;26371,20;0,0000000;0,000000;0,0000000;0,0012430;0,0000486;0,0242836;
727;IARAS;379.295.773;429.066.264;8010;6130961;26457,90;0,0000000;0,000000;0,0000000;0,0013360;0,0001900;0,0263162;
341;IBATE;1.297.645.207;623.412.200;32178;14633877;23709,20;0,0000000;0,000000;0,0000000;0,0000000;0,0010140;0,0561980;
342;IBIRA;282.076.519;294.585.499;11690;6756103;22397,30;0,0000000;0,000000;0,0000000;0,0012560;0,0002847;0,0224267;
343;IBIRAREMA;381.693.151;461.149.658;6385;5566326;31037,30;0,0005991;0,000000;0,0000000;0,0013310;0,0001677;0,0277254;
344;IBITINGA;2.311.516.460;2.195.077.818;60033;30183777;47919,80;0,0075989;0,594521;0,0038430;0,0000000;0,0013696;0,1289052;
345;IBIUNA;2.722.593.445;2.318.926.886;75605;67801109;14452,10;0,0040285;2,195911;0,0204703;0,0016510;0,0022085;0,1764091;
346;ICEM;817.062.982;1.576.288.541;7819;5675025;24138,10;0,0059166;0,000000;0,0000000;0,0011460;0,0001907;0,0590729;
347;IEPE;306.018.188;551.113.660;7619;4722705;44759,34;0,0130150;0,000000;0,0000000;0,0013310;0,0001995;0,0370402;
348;IGARACU DO TIETE;215.924.582;183.775.519;23106;9077193;6230,50;0,0008316;0,000000;0,0000000;0,0010340;0,0006292;0,0210000;
349;IGARAPAVA;1.719.333.353;1.368.134.715;26212;13723050;34510,10;0,0044742;0,000000;0,0000000;0,0014380;0,0005857;0,0781672;
350;IGARATA;167.418.007;143.330.955;10605;17346635;10782,40;0,0025576;0,000000;0,0043913;0,0010530;0,0003139;0,0217363;
351;IGUAPE;138.875.124;139.716.939;29115;16930616;16372,80;0,0000000;5,701437;0,0442884;0,0016670;0,0008280;0,1245184;
767;ILHA COMPRIDA;75.311.653;75.640.369;13419;30305262;33,70;0,0000000;0,271672;0,0062472;0,0000000;0,0004331;0,0217095;
749;ILHA SOLTEIRA;3.197.484.839;3.387.093.792;25549;13674284;40522,90;0,0278825;0,000000;0,0000000;0,0015900;0,0005957;0,1572660;
352;ILHABELA;453.494.580;512.848.349;34934;87970551;249,00;0,0000000;2,836605;0,0000000;0,0016950;0,0008682;0,0658612;
353;INDAIATUBA;17.702.428.038;16.924.611.083;255748;515276343;12894,00;0,0000000;0,034960;0,0001706;0,0030710;0,0063655;0,7646701;
354;INDIANA;75.053.358;61.423.314;5090;1579823;11097,50;0,0000000;0,000000;0,0000000;0,0012250;0,0001250;0,0098626;
355;INDIAPORA;269.386.056;222.801.333;4035;2034745;19686,84;0,0078144;0,000000;0,0000000;0,0011630;0,0000995;0,0215867;
356;INUBIA PAULISTA;102.333.618;98.723.825;3615;1451217;6883,20;0,0000000;0,000000;0,0000000;0,0012470;0,0001065;0,0100950;
357;IPAUSSU;885.121.101;423.392.668;13712;4410138;18582,70;0,0013131;0,000000;0,0000000;0,0013140;0,0003703;0,0368425;
358;IPERO;860.399.579;872.430.835;36459;31691806;6884,40;0,0000000;0,000000;0,0030150;0,0016510;0,0009481;0,0543260;
359;IPEUNA;364.779.890;342.843.477;6831;7421379;15015,70;0,0000000;0,209818;0,0017123;0,0000000;0,0002043;0,0257097;
784;IPIGUA;218.987.849;215.745.238;6761;3687809;11587,70;0,0000000;0,000000;0,0000000;0,0010580;0,0001678;0,0161317;
360;IPORANGA;14.370.908;14.122.437;4046;684191;5201,40;0,0000000;4,300857;0,0333493;0,0013530;0,0001389;0,0833089;
361;IPUA;525.680.383;668.200.926;14454;9224878;44824,70;0,0000000;0,000000;0,0000000;0,0012650;0,0003523;0,0389842;
362;IRACEMAPOLIS;1.153.145.686;907.334.210;21967;26856533;8077,70;0,0000000;0,000000;0,0000000;0,0010130;0,0005652;0,0521029;
363;IRAPUA;338.285.437;333.470.376;6867;2247004;21023,60;0,0012451;0,000000;0,0000000;0,0010400;0,0002023;0,0231477;
364;IRAPURU;100.121.193;118.393.094;7085;2092689;20345,70;0,0000000;0,000000;0,0000000;0,0012960;0,0001875;0,0138575;
365;ITABERA;1.083.166.225;1.266.500.360;17983;10228318;139012,10;0,0000000;0,014031;0,0000000;0,0010390;0,0001429;0,0749165;
366;ITAI;1.571.658.776;1.741.168.755;25180;28731741;102459,80;0,0185740;0,000000;0,0000000;0,0016450;0,0006507;0,1029823;
367;ITAJOBI;1.014.025.075;909.912.710;16989;13172474;39543,90;0,0000000;0,000000;0,0000000;0,0012560;0,0004647;0,0531894;
368;ITAJU;177.021.833;160.342.617;3618;1869428;15033,40;0,0042890;0,000000;0,0000000;0,0012510;0,0001020;0,0161725;
369;ITANHAEM;929.425.047;857.670.646;112476;151121399;3623,10;0,0000000;1,931100;0,0130511;0,0028260;0,0030976;0,1173622;
750;ITAOCA;29.846.217;30.470.954;3422;1290805;10549,10;0,0000000;0,000000;0,0045006;0,0011580;0,0000975;0,0124196;
370;ITAPECERICA DA SERRA;3.426.159.004;3.311.855.089;158522;106953196;195,50;0,0001517;0,000000;0,0037462;0,0000000;0,0043639;0,1939320;
371;ITAPETININGA;6.703.220.429;6.185.857.149;157790;102601239;153176,32;0,0000000;0,000000;0,0000000;0,0028750;0,0037522;0,3264637;
372;ITAPEVA;2.791.640.012;2.814.609.097;89728;73741266;231276,17;0,0000000;0,007064;0,0000000;0,0015240;0,0023891;0,1831150;
373;ITAPEVI;13.427.799.493;13.254.312.169;232297;177366358;159,60;0,0000000;0,000000;0,0014734;0,0028360;0,0069549;0,6036222;
374;ITAPIRA;4.206.494.709;4.242.075.201;72022;77124251;36137,50;0,0000000;0,000000;0,0000000;0,0016450;0,0015864;0,1935730;
768;ITAPIRAPUA PAULISTA;94.962.319;67.242.003;4306;1730602;22521,90;0,0000000;0,000000;0,0087707;0,0011090;0,0001214;0,0209492;
375;ITAPOLIS;2.168.750.983;2.064.208.360;39493;33371951;86906,70;0,0000000;0,000000;0,0000000;0,0016840;0,0009291;0,1121062;
376;ITAPORANGA;213.878.964;306.177.615;14085;4564278;40152,80;0,0028933;0,203377;0,0015071;0,0000000;0,0003827;0,0299123;
377;ITAPUI;868.646.470;844.884.754;13659;8068867;9704,20;0,0020686;0,000000;0,0000000;0,0011050;0,0003748;0,0437241;
378;ITAPURA;132.942.242;199.593.536;3979;3935618;24415,40;0,0082914;0,000000;0,0000000;0,0012600;0,0001048;0,0199021;
379;ITAQUAQUECETUBA;7.249.184.967;6.671.230.805;369275;173699397;393,20;0,0000000;0,020878;0,0001295;0,0030420;0,0105900;0,4080554;
380;ITARARE;1.021.449.179;1.108.070.477;44438;29900975;89361,60;0,0000000;0,000000;0,0000000;0,0016120;0,0011810;0,0758444;
381;ITARIRI;123.294.619;99.665.048;15528;6710283;3524,10;0,0000000;0,374546;0,0083186;0,0010490;0,0004326;0,0262522;
382;ITATIBA;7.263.923.596;6.672.782.682;121590;190794907;16213,10;0,0000000;0,000000;0,0000000;0,0028160;0,0029675;0,3164295;
383;ITATINGA;611.096.399;506.228.894;19070;17484962;73829,26;0,0049420;0,501881;0,0055652;0,0012470;0,0005077;0,0577237;
384;ITIRAPINA;3.504.714.073;2.539.436.143;16148;20896277;40081,90;0,0000000;0,612377;0,0055194;0,0013530;0,0004702;0,1423671;
385;ITIRAPUA;234.257.188;150.039.947;5779;1344749;12439,70;0,0000000;0,000000;0,0000000;0,0000000;0,0001416;0,0143031;
386;ITOBI;181.544.590;165.544.559;8046;2254986;13320,00;0,0000000;0,000000;0,0000000;0,0010050;0,0000643;0,0135966;
387;ITU;10.093.700.408;9.664.552.098;168240;318293886;23877,80;0,0000000;0,060021;0,0007263;0,0028450;0,0040452;0,4487754;
388;ITUPEVA;8.724.985.165;8.172.777.966;70616;158516312;7293,00;0,0000000;0,030002;0,0002362;0,0015410;0,0016905;0,3527080;
389;ITUVERAVA;1.383.376.339;1.614.710.502;37571;30817451;66341,90;0,0000000;0,000000;0,0000000;0,0015190;0,0008991;0,0849186;
390;JABORANDI;393.036.562;389.277.269;6221;2893191;23662,40;0,0000000;0,000000;0,0000000;0,0013090;0,0001638;0,0247741;
391;JABOTICABAL;2.970.974.896;3.047.595.809;71821;97461548;65386,30;0,0000000;0,000000;0,0000000;0,0016950;0,0016471;0,1545231;
392;JACAREI;12.535.167.931;12.397.611.106;240275;231394878;22456,40;0,0032836;0,000000;0,0000000;0,0028940;0,0057199;0,5640645;
393;JACI;782.165.493;717.945.852;7613;3120645;11421,36;0,0000000;0,000000;0,0000000;0,0010580;0,0002091;0,0365884;
394;JACUPIRANGA;320.275.064;225.637.388;16097;7786798;21036,30;0,0000000;0,792988;0,0187130;0,0010930;0,0004282;0,0499291;
395;JAGUARIUNA;9.958.926.726;11.323.593.540;59347;114475992;7379,20;0,0000000;0,153080;0,0007176;0,0016510;0,0014247;0,4328168;
396;JALES;1.252.808.337;1.159.553.825;48776;42802298;32667,61;0,0000000;0,000000;0,0000000;0,0016070;0,0012213;0,0725355;
397;JAMBEIRO;466.489.904;547.830.723;6397;10550325;11151,70;0,0010841;0,000000;0,0000000;0,0013530;0,0001847;0,0282082;
398;JANDIRA;3.978.575.671;3.782.697.121;118045;98266511;0,00;0,0000000;0,000000;0,0000000;0,0025740;0,0025972;0,1889101;
399;JARDINOPOLIS;1.945.665.213;1.827.720.954;45282;32415185;40767,80;0,0000000;0,000000;0,0000000;0,0000000;0,0010001;0,0956564;
400;JARINU;7.581.689.805;6.522.450.093;37535;64098283;6019,50;0,0000000;0,054414;0,0030724;0,0011850;0,0010771;0,2897661;
401;JAU;4.042.478.154;3.376.617.446;133497;139037823;48608,40;0,0012226;0,000000;0,0000000;0,0030510;0,0030471;0,1989383;
402;JERIQUARA;242.767.070;182.049.204;3863;1562822;10994,70;0,0000000;0,000000;0,0000000;0,0012070;0,0001023;0,0149280;
403;JOANOPOLIS;142.565.627;137.138.153;12815;12043062;26126,50;0,0011803;0,390323;0,0057665;0,0012120;0,0002991;0,0281615;
404;JOAO RAMALHO;208.203.027;214.679.964;4371;1340418;35950,30;0,0000000;0,000000;0,0000000;0,0011240;0,0001082;0,0192679;
405;JOSE BONIFACIO;1.722.599.186;1.443.072.818;36633;24110093;70622,80;0,0017539;0,000000;0,0000000;0,0000000;0,0007225;0,0862879;
406;JULIO MESQUITA;63.997.303;55.931.903;4254;1209755;9926,10;0,0000000;0,000000;0,0000000;0,0012510;0,0001301;0,0093672;
788;JUMIRIM;263.931.364;228.265.124;3056;2509211;4377,40;0,0000000;0,186447;0,0004209;0,0013090;0,0000799;0,0171725;
407;JUNDIAI;44.825.572.814;44.883.991.510;443221;980616199;10414,80;0,0000000;0,426977;0,0071792;0,0030120;0,0103550;1,8870982;
408;JUNQUEIROPOLIS;867.986.471;796.367.738;20448;13263620;48010,80;0,0000000;0,133271;0,0000000;0,0012030;0,0005986;0,0527200;
409;JUQUIA;229.605.020;210.870.304;17154;7690394;12606,40;0,0004316;0,565916;0,0298987;0,0011240;0,0004889;0,0564003;
410;JUQUITIBA;346.886.920;332.383.917;27404;16168407;1428,70;0,0008481;0,357756;0,0186574;0,0015570;0,0006941;0,0491954;
411;LAGOINHA;73.742.698;63.800.318;5083;1652139;19594,70;0,0000000;0,000000;0,0000000;0,0013450;0,0001332;0,0115012;
412;LARANJAL PAULISTA;1.422.033.285;1.367.917.958;26261;18538762;33236,00;0,0001801;0,000000;0,0000000;0,0016840;0,0007135;0,0721541;
413;LAVINIA;263.028.127;260.704.178;9689;2624636;46547,60;0,0011392;0,000000;0,0000000;0,0012870;0,0001863;0,0247952;
414;LAVRINHAS;221.203.039;214.846.288;7171;4073664;6219,80;0,0000000;0,000000;0,0025245;0,0011290;0,0001821;0,0179844;
415;LEME;3.379.196.462;3.146.513.295;98161;115300712;29101,70;0,0000000;0,000000;0,0000000;0,0013010;0,0025715;0,1696190;
416;LENCOIS PAULISTA;7.489.097.981;5.670.280.548;66505;65966963;67448,20;0,0000000;0,000000;0,0000000;0,0015570;0,0016618;0,2864405;
417;LIMEIRA;16.288.588.058;15.186.984.907;291869;404303125;33608,40;0,0000000;0,000000;0,0000000;0,0029830;0,0073064;0,7148641;
418;LINDOIA;281.654.662;257.452.531;7014;6132304;3079,60;0,0000000;0,000000;0,0000000;0,0000000;0,0001471;0,0159884;
419;LINS;4.329.427.226;3.978.069.367;74779;45240778;43759,87;0,0024462;0,000000;0,0000000;0,0015740;0,0017033;0,1930666;
420;LORENA;2.104.301.530;2.086.686.415;84855;63546861;29120,60;0,0000000;0,000000;0,0000000;0,0015630;0,0019442;0,1159972;
769;LOURDES;61.870.903;124.993.633;1950;960914;9618,60;0,0000243;0,000000;0,0000000;0,0012910;0,0000583;0,0097488;
421;LOUVEIRA;14.858.068.522;12.435.240.489;51847;103512098;981,35;0,0000000;0,000000;0,0000000;0,0016510;0,0013936;0,5389298;
422;LUCELIA;576.889.692;506.316.984;20061;11578205;25621,30;0,0000000;0,000000;0,0000000;0,0012070;0,0004984;0,0353946;
423;LUCIANOPOLIS;172.284.377;175.302.274;2372;716499;14029,70;0,0000000;0,000000;0,0000000;0,0013360;0,0000668;0,0136057;
424;LUIS ANTONIO;2.256.261.664;2.256.087.475;12265;11984821;31350,63;0,0000000;0,800797;0,0000000;0,0000000;0,0003353;0,1062727;
425;LUIZIANIA;121.530.408;140.426.969;4701;1361596;14298,50;0,0000000;0,000000;0,0000000;0,0012430;0,0001537;0,0130949;
426;LUPERCIO;126.855.667;78.741.453;3981;1263543;11319,60;0,0000000;0,000000;0,0000000;0,0013310;0,0001045;0,0109421;
427;LUTECIA;284.691.384;259.536.709;2661;960520;39757,30;0,0000000;0,000000;0,0000000;0,0013310;0,0000761;0,0218424;
428;MACATUBA;1.164.432.242;922.347.405;16829;5951322;17734,70;0,0017480;0,000000;0,0000000;0,0013180;0,0004389;0,0526834;
429;MACAUBAL;214.034.515;189.887.904;7481;5305561;21292,70;0,0000000;0,000000;0,0000000;0,0000000;0,0002106;0,0172587;
430;MACEDONIA;260.402.698;238.453.619;3963;2386308;28868,40;0,0008147;0,000000;0,0000000;0,0000000;0,0001020;0,0192683;
431;MAGDA;219.963.084;208.799.834;3165;1484267;23821,90;0,0000000;0,000000;0,0000000;0,0011460;0,0000989;0,0171402;
432;MAIRINQUE;1.534.070.561;1.520.085.995;50027;39471092;3993,80;0,0005464;0,069936;0,0035796;0,0000000;0,0012267;0,0834441;
433;MAIRIPORA;1.773.959.704;1.635.969.908;93853;99792220;678,60;0,0009021;0,839194;0,0069622;0,0016670;0,0025067;0,1204731;
