IBGE_6,IBGE_7,Município_Join,latitude,longitude,valor_vaar_2025,populacao,iqem_indice,Motivo,recebeu_valor,valor_estimado
351270,3512704.0,CORUMBATAÍ,-22.236395030319105,-47.61108081013878,0.0,0.0,0.0,,False,0.0
351280,3512803.0,COSMÓPOLIS,-22.65170019035325,-47.18638879537114,0.0,0.0,0.0,,False,0.0
351290,3512902.0,COSMORAMA,-20.44252704559033,-49.77457805433547,0.0,87190.0,0.0001655,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
351300,3513009.0,COTIA,-23.675130957167895,-46.96044211794979,0.0,2744130.0,0.0067026,"Não cumprimento do disposto no art. 14, § 1º, II da Lei nº 14113/2020",False,0.0
351310,3513108.0,CRAVINHOS,-21.33956065331468,-47.744559268625466,0.0,332810.0,0.0008819,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
351320,3513207.0,CRISTAIS PAULISTA,-20.37132030131485,-47.40088579016204,0.0,92720.0,0.0002427,"Não cumprimento do disposto no art. 14, § 1º, I, II e III da Lei nº 14113/2020",False,0.0
351330,3513306.0,CRUZÁLIA,-22.738070568765057,-50.76910993265659,64156.06,0.0,0.0,,True,0.0
351340,3513405.0,CRUZEIRO,-22.551362827547305,-45.00630481042368,0.0,749610.0,0.0017541,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
351350,3513504.0,CUBATÃO,-23.865861755229048,-46.40820331995403,0.0,0.0,0.0,,False,0.0
351360,3513603.0,CUNHA,-23.05288302858338,-44.942119319966125,0.0,221100.0,0.0005592,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
351370,3513702.0,DESCALVADO,-21.881201876208745,-47.6546268026342,0.0,317560.0,0.0008392,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020",False,0.0
351380,3513801.0,DIADEMA,-23.697119899667832,-46.61134223532744,0.0,3932370.0,0.0083237,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
351385,3513850.0,DIRCE REIS,-20.44847645903061,-50.62811255674651,0.0,16200.0,3.03e-05,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020",False,0.0
351390,3513900.0,DIVINOLÂNDIA,-21.66170037959864,-46.69742189083762,0.0,0.0,0.0,,False,0.0
351410,3514106.0,DOIS CÓRREGOS,-22.39603276555569,-48.34048864056439,0.0,0.0,0.0,,False,0.0
351420,3514205.0,DOLCINÓPOLIS,-20.11727864861038,-50.52832549448491,0.0,0.0,0.0,,False,0.0
351430,3514304.0,DOURADO,-22.117247410746085,-48.33339742984872,0.0,80960.0,0.0002159,"Não cumprimento do disposto no art. 14, § 1º, I, II e V da Lei nº 14113/2020",False,0.0
351450,3514502.0,DUARTINA,-22.393295136553643,-49.41333860655509,0.0,123280.0,0.0002875,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020",False,0.0
351460,3514601.0,DUMONT,-21.247090743985677,-47.979778981625685,0.0,94710.0,0.0002636,"Não cumprimento do disposto no art. 14, § 1º, I e III da Lei nº 14113/2020",False,0.0
351470,3514700.0,ECHAPORÃ,-22.44832313094748,-50.20068708698976,208948.65,0.0,0.0,,True,0.0
351492,3514924.0,ELISIÁRIO,-21.16133259414445,-49.09205531495818,0.0,0.0,0.0,,False,0.0
351495,3514957.0,EMBAÚBA,-20.95292037843824,-48.84759623688533,0.0,0.0,0.0,,False,0.0
351500,3515004.0,EMBU DAS ARTES,-23.651365570299973,-46.85150351592584,0.0,2506910.0,0.0059557,,False,0.0
351510,3515103.0,EMBU-GUAÇU,-23.854342804357945,-46.8306937188482,0.0,0.0,0.0,,False,0.0
351512,3515129.0,EMILIANÓPOLIS,-21.800944058429444,-51.47217486692948,138318.12,0.0,0.0,,True,0.0
351515,3515152.0,ENGENHEIRO COELHO,-22.487136330174927,-47.17487147026161,0.0,195660.0,0.0004423,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
351518,3515186.0,ESPÍRITO SANTO DO PINHAL,-22.19238710867887,-46.79332043889922,697329.34,0.0,0.0,,True,0.0
351519,3515194.0,ESPÍRITO SANTO DO TURVO,-22.6708367644574,-49.43297905488837,365802.45,0.0,0.0,,True,0.0
351520,3515202.0,ESTRELA D'OESTE,-20.265699604323693,-50.41151588290924,0.0,94170.0,0.0002359,,False,0.0
351540,3515400.0,FARTURA,-23.3901484411153,-49.51966363140791,0.0,166410.0,0.0004764,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020",False,0.0
351550,3515509.0,FERNANDÓPOLIS,-20.2718118260524,-50.28298146839623,0.0,0.0,0.0,,False,0.0
351560,3515608.0,FERNANDO PRESTES,-21.310236369222597,-48.69565520579618,0.0,59420.0,0.0001557,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020",False,0.0
351565,3515657.0,FERNÃO,-22.365793807522284,-49.54247075074523,114181.03,0.0,0.0,,True,0.0
351570,3515707.0,FERRAZ DE VASCONCELOS,-23.56090093608267,-46.37395685813249,0.0,1791980.0,0.0053055,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
351580,3515806.0,FLORA RICA,-21.69849475333761,-51.37421280583444,0.0,14870.0,3.88e-05,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020",False,0.0
351600,3516002.0,FLÓRIDA PAULISTA,-21.540041204128386,-51.17069045787477,0.0,0.0,0.0,,False,0.0
351610,3516101.0,FLORÍNEA,-22.881241253297528,-50.69537796062324,50324.26,0.0,0.0,,True,0.0
351620,3516200.0,FRANCA,-20.555285909576515,-47.38106245315191,0.0,3525360.0,0.0080332,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
351630,3516309.0,FRANCISCO MORATO,-23.27375236316196,-46.72364053928491,0.0,1651390.0,0.0048317,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
351640,3516408.0,FRANCO DA ROCHA,-23.314191253867477,-46.73574070778529,0.0,1448490.0,0.0037512,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
351650,3516507.0,GABRIEL MONTEIRO,-21.49964769339062,-50.56481120650001,0.0,27630.0,7.41e-05,"Não cumprimento do disposto no art. 14, § 1º, I, II e V da Lei nº 14113/2020",False,0.0
351660,3516606.0,GÁLIA,-22.32043192398995,-49.57775669572244,0.0,0.0,0.0,,False,0.0
351670,3516705.0,GARÇA,-22.230977139767568,-49.689643951908536,2095823.12,0.0,0.0,,True,0.0
351680,3516804.0,GASTÃO VIDIGAL,-20.80425952925069,-50.202647784640725,67099.0,0.0,0.0,,True,0.0
351685,3516853.0,GAVIÃO PEIXOTO,-21.791649631045036,-48.447978432174125,0.0,0.0,0.0,,False,0.0
351690,3516903.0,GENERAL SALGADO,-20.63823577390615,-50.41581289616272,0.0,103120.0,0.0002466,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020",False,0.0
351700,3517000.0,GETULINA,-21.783229751618112,-50.02794303233269,0.0,102320.0,0.000236,"Não cumprimento do disposto no art. 14, § 1º, I e III da Lei nº 14113/2020",False,0.0
351710,3517109.0,GLICÉRIO,-21.34031081809742,-50.19893668141387,0.0,0.0,0.0,,False,0.0
351720,3517208.0,GUAIÇARA,-21.5695331212232,-49.76269416898296,0.0,0.0,0.0,,False,0.0
351730,3517307.0,GUAIMBÊ,-21.878555972894738,-49.86069560991157,362880.12,0.0,0.0,,True,0.0
351740,3517406.0,GUAÍRA,-20.314061891436584,-48.36412318686215,0.0,0.0,0.0,,False,0.0
351750,3517505.0,GUAPIAÇU,-20.742839523150916,-49.18992688586594,0.0,0.0,0.0,,False,0.0
351760,3517604.0,GUAPIARA,-24.21251797852269,-48.55581661203434,0.0,170710.0,0.0004743,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020",False,0.0
351770,3517703.0,GUARÁ,-20.482549060156995,-47.77526680209909,0.0,0.0,0.0,,False,0.0
351780,3517802.0,GUARAÇAÍ,-21.0864253620904,-51.279442883268246,329576.55,0.0,0.0,,True,0.0
351800,3518008.0,GUARANI D'OESTE,-20.06690185575789,-50.34469730319461,0.0,19680.0,4.95e-05,,False,0.0
351810,3518107.0,GUARANTÃ,-21.916121508745988,-49.58841995913966,355460.79,0.0,0.0,,True,0.0
351840,3518404.0,GUARATINGUETÁ,-22.793515758861588,-45.23283400059175,0.0,0.0,0.0,,False,0.0
351850,3518503.0,GUAREÍ,-23.37049843338666,-48.21912157952051,0.0,0.0,0.0,,False,0.0
351860,3518602.0,GUARIBA,-21.39590793697782,-48.226460886097385,0.0,374980.0,0.0010132,Não apresentou melhoria em nenhum dos indicadores de atendimento e de melhoria da aprendizagem com redução das desigualdades.,False,0.0
351870,3518701.0,GUARUJÁ,-23.951291093686716,-46.23521521655715,0.0,0.0,0.0,,False,0.0
351880,3518800.0,GUARULHOS,-23.4026907811443,-46.45484853196005,0.0,12917710.0,0.0265649,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
351885,3518859.0,GUATAPARÁ,-21.45332326334319,-47.97989150753618,0.0,0.0,0.0,,False,0.0
351890,3518909.0,GUZOLÂNDIA,-20.62853073088625,-50.7135954469529,0.0,0.0,0.0,,False,0.0
351900,3519006.0,HERCULÂNDIA,-21.962360002136844,-50.37320744863673,0.0,0.0,0.0,,False,0.0
351905,3519055.0,HOLAMBRA,-22.63036785411507,-47.0650552712179,0.0,150940.0,0.0003684,"Não cumprimento do disposto no art. 14, § 1º, II da Lei nº 14113/2020",False,0.0
351907,3519071.0,HORTOLÂNDIA,-22.87848818695613,-47.20778417183541,0.0,0.0,0.0,,False,0.0
351925,3519253.0,IARAS,-22.81920947176087,-49.10680541511443,0.0,80100.0,0.00019,"Não cumprimento do disposto no art. 14, § 1º, I, II e III da Lei nº 14113/2020",False,0.0
351930,3519303.0,IBATÉ,-21.95094654979219,-48.02722540047398,0.0,0.0,0.0,,False,0.0
351940,3519402.0,IBIRÁ,-21.07474753253819,-49.22040204728826,0.0,0.0,0.0,,False,0.0
351950,3519501.0,IBIRAREMA,-22.81330479363722,-50.07687775841689,0.0,63850.0,0.0001677,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020",False,0.0
351960,3519600.0,IBITINGA,-21.79290411216223,-48.847875144559005,0.0,600330.0,0.0013696,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
351970,3519709.0,IBIÚNA,-23.80240047032518,-47.21527024968197,0.0,0.0,0.0,,False,0.0
351980,3519808.0,ICÉM,-20.367208376330414,-49.18535892911394,558014.89,0.0,0.0,,True,0.0
351990,3519907.0,IEPÊ,-22.648571955010425,-51.0571628825616,0.0,0.0,0.0,,False,0.0
352000,3520004.0,IGARAÇU DO TIETÊ,-22.54168342889149,-48.57458072185449,648623.7,0.0,0.0,,True,0.0
352010,3520103.0,IGARAPAVA,-20.06367844981845,-47.682431821579904,0.0,262120.0,0.0005857,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
352020,3520202.0,IGARATÁ,-23.134845046302495,-46.1503589150578,0.0,0.0,0.0,,False,0.0
352030,3520301.0,IGUAPE,-24.54948917950177,-47.474325953618354,0.0,291150.0,0.000828,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020",False,0.0
352040,3520400.0,ILHABELA,-23.84851718675476,-45.323260520723125,0.0,349340.0,0.0008682,"Não cumprimento do disposto no art. 14, § 1º, I e III da Lei nº 14113/2020",False,0.0
352044,3520442.0,ILHA SOLTEIRA,-20.43142182377482,-51.25903582703388,0.0,255490.0,0.0005957,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
352050,3520509.0,INDAIATUBA,-23.10605260971375,-47.20256669381766,0.0,2557480.0,0.0063655,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
352060,3520608.0,INDIANA,-22.133269023983157,-51.262554670698655,0.0,50900.0,0.000125,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
352070,3520707.0,INDIAPORÃ,-19.94794572851004,-50.2636583714076,0.0,0.0,0.0,,False,0.0
352080,3520806.0,INÚBIA PAULISTA,-21.739045616929364,-50.95745535886662,0.0,0.0,0.0,,False,0.0
352090,3520905.0,IPAUSSU,-23.0650695949006,-49.608108978959606,0.0,137120.0,0.0003703,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
352100,3521002.0,IPERÓ,-23.40445323808085,-47.629179690083056,0.0,0.0,0.0,,False,0.0
352110,3521101.0,IPEÚNA,-22.42389394535469,-47.71607604910632,0.0,0.0,0.0,,False,0.0
352115,3521150.0,IPIGUÁ,-20.64803962839961,-49.40350289003385,0.0,0.0,0.0,,False,0.0
352130,3521309.0,IPUÃ,-20.417543853914346,-48.06649191744776,1101848.17,0.0,0.0,,True,0.0
352140,3521408.0,IRACEMÁPOLIS,-22.59366793047108,-47.52422323850671,0.0,0.0,0.0,,False,0.0
352150,3521507.0,IRAPUÃ,-21.2677194366574,-49.39742733638347,247501.15,0.0,0.0,,True,0.0
352170,3521705.0,ITABERÁ,-23.871349047990563,-49.14246429514535,328137.67,0.0,0.0,,True,0.0
352180,3521804.0,ITAÍ,-23.471448299202702,-49.05417637294303,828437.26,0.0,0.0,,True,0.0
352190,3521903.0,ITAJOBI,-21.35556830945776,-49.05367456744878,0.0,169890.0,0.0004647,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
352200,3522000.0,ITAJU,-21.95163947148493,-48.79402943543077,0.0,36180.0,0.000102,"Não cumprimento do disposto no art. 14, § 1º, I, II e V da Lei nº 14113/2020",False,0.0
352210,3522109.0,ITANHAÉM,-24.09227391275,-46.83450158414104,0.0,0.0,0.0,,False,0.0
352220,3522208.0,ITAPECERICA DA SERRA,-23.737248501991893,-46.85890802022683,0.0,1585220.0,0.0043639,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
352230,3522307.0,ITAPETININGA,-23.64545924860872,-48.12324890453438,0.0,1577900.0,0.0037522,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
352240,3522406.0,ITAPEVA,-23.9140736304,-48.87172310789639,0.0,897280.0,0.0023891,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
352250,3522505.0,ITAPEVI,-23.550960348366797,-46.96767841157836,0.0,2322970.0,0.0069549,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
352260,3522604.0,ITAPIRA,-22.431919013024636,-46.772094861237385,0.0,720220.0,0.0015864,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
352265,3522653.0,ITAPIRAPUÃ PAULISTA,-24.569036863435784,-49.222970730028266,308456.49,0.0,0.0,,True,0.0
352270,3522703.0,ITÁPOLIS,-21.54811747792739,-48.81543859440193,0.0,0.0,0.0,,False,0.0
352280,3522802.0,ITAPORANGA,-23.672909644513396,-49.45849103453046,0.0,140850.0,0.0003827,"Não cumprimento do disposto no art. 14, § 1º, I e III da Lei nº 14113/2020",False,0.0
352290,3522901.0,ITAPUÍ,-22.250835101287898,-48.70136047154007,0.0,0.0,0.0,,False,0.0
352320,3523206.0,ITARARÉ,-24.080528626357506,-49.30353203073716,0.0,0.0,0.0,,False,0.0
352330,3523305.0,ITARIRI,-24.292619279537867,-47.128052690436384,0.0,155280.0,0.0004326,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
352340,3523404.0,ITATIBA,-23.006653288287374,-46.81434363161433,0.0,1215900.0,0.0029675,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
352360,3523602.0,ITIRAPINA,-22.29455888259015,-47.83404685458375,0.0,161480.0,0.0004702,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
352370,3523701.0,ITIRAPUÃ,-20.65759982203373,-47.16937128851655,0.0,0.0,0.0,,False,0.0
352380,3523800.0,ITOBI,-21.749100508718865,-46.92198287207815,0.0,80460.0,6.43e-05,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020",False,0.0
352400,3524006.0,ITUPEVA,-23.14652030922569,-47.06844870807775,0.0,706160.0,0.0016905,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
352430,3524303.0,JABOTICABAL,-21.218344614910883,-48.28792826364892,0.0,718210.0,0.0016471,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
352440,3524402.0,JACAREÍ,-23.29889331640321,-45.9905688878427,0.0,0.0,0.0,,False,0.0
352460,3524600.0,JACUPIRANGA,-24.77729097335556,-48.05384154438075,0.0,160970.0,0.0004282,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
352470,3524709.0,JAGUARIÚNA,-22.691984057242816,-47.01273061768561,0.0,0.0,0.0,,False,0.0
352480,3524808.0,JALES,-20.28578496923909,-50.55412264371874,0.0,487760.0,0.0012213,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
352490,3524907.0,JAMBEIRO,-23.279333045425464,-45.71067561311086,0.0,63970.0,0.0001847,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020",False,0.0
352500,3525003.0,JANDIRA,-23.54412707908971,-46.8997346559568,0.0,1180450.0,0.0025972,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
352510,3525102.0,JARDINÓPOLIS,-20.99198936320489,-47.826055423124245,0.0,0.0,0.0,,False,0.0
352520,3525201.0,JARINU,-23.11196280219104,-46.72136358271149,0.0,375350.0,0.0010771,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
352530,3525300.0,JAÚ,-22.29603162222188,-48.5559615871237,0.0,0.0,0.0,,False,0.0
352550,3525508.0,JOANÓPOLIS,-22.93884008975687,-46.20924035722153,0.0,0.0,0.0,,False,0.0
352560,3525607.0,JOÃO RAMALHO,-22.277962633239547,-50.79913115096374,0.0,0.0,0.0,,False,0.0
352570,3525706.0,JOSÉ BONIFÁCIO,-21.089465415657216,-49.779425546416256,0.0,0.0,0.0,,False,0.0
352580,3525805.0,JÚLIO MESQUITA,-21.97296574376482,-49.79330363262648,0.0,0.0,0.0,,False,0.0
352585,3525854.0,JUMIRIM,-23.09954114605264,-47.78806406155879,0.0,30560.0,7.99e-05,"Não cumprimento do disposto no art. 14, § 1º, I e III da Lei nº 14113/2020",False,0.0
352590,3525904.0,JUNDIAÍ,-23.194643129077267,-46.9130187226079,0.0,0.0,0.0,,False,0.0
352600,3526001.0,JUNQUEIRÓPOLIS,-21.44895512749716,-51.43502506399432,1216000.62,0.0,0.0,,True,0.0
352610,3526100.0,JUQUIÁ,-24.213603263535703,-47.65225755288312,1164865.2,0.0,0.0,,True,0.0
352620,3526209.0,JUQUITIBA,-23.95516625730165,-47.02463937319118,0.0,274040.0,0.0006941,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
352630,3526308.0,LAGOINHA,-23.085783478605048,-45.20680955157563,0.0,50830.0,0.0001332,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020",False,0.0
352640,3526407.0,LARANJAL PAULISTA,-23.012212685005185,-47.865669287326114,0.0,262610.0,0.0007135,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
352650,3526506.0,LAVÍNIA,-21.150789650301597,-51.03262608194039,0.0,0.0,0.0,,False,0.0
352660,3526605.0,LAVRINHAS,-22.520275496722363,-44.88883402457312,0.0,71710.0,0.0001821,"Não cumprimento do disposto no art. 14, § 1º, I e V da Lei nº 14113/2020",False,0.0
352670,3526704.0,LEME,-22.17213754520668,-47.337578741183584,0.0,981610.0,0.0025715,"Não cumprimento do disposto no art. 14, § 1º, I e III da Lei nº 14113/2020",False,0.0
352680,3526803.0,LENÇÓIS PAULISTA,-22.67613949766241,-48.82500642197547,0.0,0.0,0.0,,False,0.0
352690,3526902.0,LIMEIRA,-22.598445722373743,-47.36362607408785,0.0,2918690.0,0.0073064,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
352700,3527009.0,LINDÓIA,-22.5134564514766,-46.654867528519866,0.0,0.0,0.0,,False,0.0
352710,3527108.0,LINS,-21.64976052442817,-49.68287517328753,0.0,747790.0,0.0017033,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
352720,3527207.0,LORENA,-22.79394270763966,-45.06004569691484,0.0,848550.0,0.0019442,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
352725,3527256.0,LOURDES,-20.94917247382566,-50.23409352610224,0.0,19500.0,5.83e-05,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020",False,0.0
352730,3527306.0,LOUVEIRA,-23.084033142957335,-46.93761030678429,0.0,518470.0,0.0013936,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
352740,3527405.0,LUCÉLIA,-21.644164726769297,-50.99165931670613,597563.71,0.0,0.0,,True,0.0
352750,3527504.0,LUCIANÓPOLIS,-22.473393085900213,-49.5503025337106,0.0,0.0,0.0,,False,0.0
352760,3527603.0,LUÍS ANTÔNIO,-21.552706496518283,-47.78186066856535,0.0,0.0,0.0,,False,0.0
352770,3527702.0,LUIZIÂNIA,-21.67262585912593,-50.35086283677664,0.0,0.0,0.0,,False,0.0
352780,3527801.0,LUPÉRCIO,-22.42716115588217,-49.81697103204716,271842.29,0.0,0.0,,True,0.0
352790,3527900.0,LUTÉCIA,-22.32533377061837,-50.38548899116891,95645.51,0.0,0.0,,True,0.0
352800,3528007.0,MACATUBA,-22.487155869556105,-48.71935915243708,0.0,168290.0,0.0004389,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
352810,3528106.0,MACAUBAL,-20.837887142896264,-49.97498456853069,0.0,74810.0,0.0002106,"Não cumprimento do disposto no art. 14, § 1º, I e III da Lei nº 14113/2020",False,0.0
352820,3528205.0,MACEDÔNIA,-20.098126516280495,-50.181533097731176,0.0,0.0,0.0,,False,0.0
352830,3528304.0,MAGDA,-20.596553845531453,-50.23008744813629,0.0,31650.0,9.89e-05,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
352840,3528403.0,MAIRINQUE,-23.50800549097648,-47.22929659038523,0.0,500270.0,0.0012267,"Não cumprimento do disposto no art. 14, § 1º, I, II e V da Lei nº 14113/2020",False,0.0
352850,3528502.0,MAIRIPORÃ,-23.317262675545283,-46.56125540663123,0.0,0.0,0.0,,False,0.0
352860,3528601.0,MANDURI,-23.047090912768464,-49.30362682342072,0.0,98710.0,0.0002538,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020",False,0.0
352870,3528700.0,MARABÁ PAULISTA,-22.127699095295537,-52.05656079863769,0.0,0.0,0.0,,False,0.0
352880,3528809.0,MARACAÍ,-22.652245970460424,-50.74534515806868,0.0,0.0,0.0,,False,0.0
352885,3528858.0,MARAPOAMA,-21.25552925649736,-49.13780512438967,0.0,32920.0,0.0001,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020",False,0.0
352890,3528908.0,MARIÁPOLIS,-21.779143094191458,-51.17179692994142,191015.46,0.0,0.0,,True,0.0
352900,3529005.0,MARÍLIA,-22.17775761529224,-49.98307423544372,0.0,0.0,0.0,,False,0.0
352910,3529104.0,MARINÓPOLIS,-20.479870117537477,-50.83232091391126,0.0,0.0,0.0,,False,0.0
352920,3529203.0,MARTINÓPOLIS,-22.17238522085649,-51.12341770909152,0.0,0.0,0.0,,False,0.0
352930,3529302.0,MATÃO,-21.61010709018864,-48.43015720060933,0.0,0.0,0.0,,False,0.0
352940,3529401.0,MAUÁ,-23.66616594959732,-46.44632553982503,0.0,0.0,0.0,,False,0.0
352950,3529500.0,MENDONÇA,-21.194058652142843,-49.57030811783375,0.0,0.0,0.0,,False,0.0
