IBGE_6,IBGE_7,Município_Join,latitude,longitude,valor_vaar_2025,populacao,iqem_indice,Motivo,recebeu_valor,valor_estimado
350200,3502002.0,ANALÂNDIA,-22.12106139635037,-47.67795295119697,0.0,0.0,0.0,,False,0.0
354290,3542909.0,RIBEIRÃO BONITO,-22.060100211450287,-48.185343153708985,0.0,0.0,0.0,,False,0.0
354300,3543006.0,RIBEIRÃO BRANCO,-24.256125970475125,-48.77809279592752,0.0,0.0,0.0,,False,0.0
354310,3543105.0,RIBEIRÃO CORRENTE,-20.44896012574531,-47.57327183335208,546495.48,0.0,0.0,,True,0.0
354320,3543204.0,RIBEIRÃO DO SUL,-22.75161722645251,-49.92256323860822,0.0,0.0,0.0,,False,0.0
354323,3543238.0,RIBEIRÃO DOS ÍNDIOS,-21.78424337152529,-51.58334977154256,49147.08,0.0,0.0,,True,0.0
354325,3543253.0,RIBEIRÃO GRANDE,-24.188656731832385,-48.35875870422279,0.0,0.0,0.0,,False,0.0
354330,3543303.0,RIBEIRÃO PIRES,-23.70104975518406,-46.40279371192234,0.0,0.0,0.0,,False,0.0
354340,3543402.0,RIBEIRÃO PRETO,-21.210833969479864,-47.82130713823064,0.0,0.0,0.0,,False,0.0
354350,3543501.0,RIVERSUL,-23.84685906755289,-49.44782064301334,0.0,55990.0,0.0001553,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020",False,0.0
350210,3502101.0,ANDRADINA,-20.835619516576777,-51.32976997754563,0.0,597830.0,0.0015363,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
354370,3543709.0,RINCÃO,-21.59388193436597,-48.03211439029834,275098.38,0.0,0.0,,True,0.0
354380,3543808.0,RINÓPOLIS,-21.681147647915672,-50.7174785275898,0.0,0.0,0.0,,False,0.0
354390,3543907.0,RIO CLARO,-22.373875781414384,-47.57994576312594,0.0,2014180.0,0.0046823,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
354400,3544004.0,RIO DAS PEDRAS,-22.850359270949543,-47.59847154011055,0.0,313280.0,0.000764,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
354410,3544103.0,RIO GRANDE DA SERRA,-23.737843153239822,-46.37949062793872,0.0,441700.0,0.0007529,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020",False,0.0
354420,3544202.0,RIOLÂNDIA,-20.02352171613109,-49.70914307560897,0.0,0.0,0.0,,False,0.0
350220,3502200.0,ANGATUBA,-23.436867798278328,-48.45929546965908,0.0,240220.0,0.0006282,"Não cumprimento do disposto no art. 14, § 1º, I e III da Lei nº 14113/2020",False,0.0
354430,3544301.0,ROSEIRA,-22.93298638733968,-45.30245231178223,0.0,108320.0,0.0003194,"Não cumprimento do disposto no art. 14, § 1º, II e III da Lei nº 14113/2020",False,0.0
354440,3544400.0,RUBIÁCEA,-21.36086090048588,-50.78583836847594,115103.79,0.0,0.0,,True,0.0
354450,3544509.0,RUBINÉIA,-20.249824009181225,-51.01837354169551,0.0,0.0,0.0,,False,0.0
354460,3544608.0,SABINO,-21.470952493026992,-49.575571222681,0.0,51120.0,0.000131,Não apresentou melhoria em nenhum dos indicadores de atendimento e de melhoria da aprendizagem com redução das desigualdades.,False,0.0
354470,3544707.0,SAGRES,-21.867844309646337,-50.99035914698166,0.0,24740.0,8.09e-05,"Não cumprimento do disposto no art. 14, § 1º, I e V da Lei nº 14113/2020",False,0.0
354480,3544806.0,SALES,-21.3472858055394,-49.50276816511053,0.0,64370.0,0.0001737,"Não cumprimento do disposto no art. 14, § 1º, I e V da Lei nº 14113/2020",False,0.0
350230,3502309.0,ANHEMBI,-22.800010509850896,-48.17466074918937,0.0,56740.0,0.000163,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
354500,3545001.0,SALESÓPOLIS,-23.58021132206844,-45.842602276179406,1028928.41,0.0,0.0,,True,0.0
354510,3545100.0,SALMOURÃO,-21.587985184333444,-50.8762435367791,0.0,0.0,0.0,,False,0.0
350250,3502507.0,APARECIDA,-22.914123014597354,-45.2372088275656,0.0,325690.0,0.0008515,"Não cumprimento do disposto no art. 14, § 1º, I, II e V da Lei nº 14113/2020",False,0.0
354520,3545209.0,SALTO,-23.18045691021072,-47.302653402778006,0.0,1343190.0,0.0029338,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
354530,3545308.0,SALTO DE PIRAPORA,-23.652793433133493,-47.58070156112736,0.0,437480.0,0.0011346,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
354540,3545407.0,SALTO GRANDE,-22.870827034632317,-49.960864322174,0.0,90500.0,0.0002247,"Não cumprimento do disposto no art. 14, § 1º, I e III da Lei nº 14113/2020",False,0.0
354550,3545506.0,SANDOVALINA,-22.477857853264528,-51.8421711490136,0.0,36450.0,0.0001247,"Não cumprimento do disposto no art. 14, § 1º, I e III da Lei nº 14113/2020",False,0.0
354560,3545605.0,SANTA ADÉLIA,-21.31778630650761,-48.819031742990944,0.0,0.0,0.0,,False,0.0
354570,3545704.0,SANTA ALBERTINA,-20.01417311159959,-50.72766741752743,0.0,63930.0,0.00016,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020",False,0.0
354580,3545803.0,SANTA BÁRBARA D'OESTE,-22.800614638029337,-47.428047924444144,0.0,0.0,0.0,,False,0.0
354600,3546009.0,SANTA BRANCA,-23.42645358953565,-45.86332712055788,0.0,139750.0,0.0003289,"Não cumprimento do disposto no art. 14, § 1º, II e III da Lei nº 14113/2020",False,0.0
354610,3546108.0,SANTA CLARA D'OESTE,-20.066885095318074,-50.9084005819151,0.0,25980.0,8e-05,,False,0.0
354620,3546207.0,SANTA CRUZ DA CONCEIÇÃO,-22.12136539416764,-47.48557719393175,0.0,0.0,0.0,,False,0.0
354625,3546256.0,SANTA CRUZ DA ESPERANÇA,-21.274849446154708,-47.43964426941603,119189.02,0.0,0.0,,True,0.0
354630,3546306.0,SANTA CRUZ DAS PALMEIRAS,-21.85555418700852,-47.250128371049314,0.0,288640.0,0.0006599,"Não cumprimento do disposto no art. 14, § 1º, I e III da Lei nº 14113/2020",False,0.0
354640,3546405.0,SANTA CRUZ DO RIO PARDO,-22.80932979396461,-49.56901644528395,0.0,464420.0,0.0010807,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
354650,3546504.0,SANTA ERNESTINA,-21.452603819273783,-48.36672381373713,0.0,61180.0,0.0001779,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020",False,0.0
354660,3546603.0,SANTA FÉ DO SUL,-20.241919148166293,-50.95013954220448,0.0,0.0,0.0,,False,0.0
354670,3546702.0,SANTA GERTRUDES,-22.47510029838297,-47.52126095928176,0.0,236110.0,0.0006144,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
354680,3546801.0,SANTA ISABEL,-23.288928203187243,-46.24229273936016,0.0,531740.0,0.0013863,"Não cumprimento do disposto no art. 14, § 1º, I e III da Lei nº 14113/2020",False,0.0
354690,3546900.0,SANTA LÚCIA,-21.67071232943793,-48.05744362356716,234257.93,0.0,0.0,,True,0.0
354700,3547007.0,SANTA MARIA DA SERRA,-22.564423478025056,-48.15421696344823,0.0,52430.0,0.000186,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
350260,3502606.0,APARECIDA D'OESTE,-20.478863920002357,-50.922072297943295,0.0,40860.0,0.0001152,,False,0.0
354720,3547205.0,SANTANA DA PONTE PENSA,-20.260782322084605,-50.79711903891812,0.0,16700.0,1.33e-05,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020",False,0.0
354730,3547304.0,SANTANA DE PARNAÍBA,-23.449417313721668,-46.916811370394456,14885740.9,0.0,0.0,,True,0.0
354740,3547403.0,SANTA RITA D'OESTE,-20.097130260970737,-50.81271453315479,0.0,27330.0,5.99e-05,,False,0.0
354750,3547502.0,SANTA RITA DO PASSA QUATRO,-21.68248608514236,-47.50801050207258,0.0,248330.0,0.0005513,Não apresentou melhoria em nenhum dos indicadores de atendimento e de melhoria da aprendizagem com redução das desigualdades.,False,0.0
354760,3547601.0,SANTA ROSA DE VITERBO,-21.5037999170822,-47.36627583878258,0.0,234110.0,0.0005722,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
350270,3502705.0,APIAÍ,-24.421441963482483,-48.81734518202903,1313469.07,0.0,0.0,,True,0.0
354770,3547700.0,SANTO ANASTÁCIO,-22.03761999056353,-51.72248214032588,0.0,0.0,0.0,,False,0.0
354780,3547809.0,SANTO ANDRÉ,-23.727917203667648,-46.44160172756969,0.0,0.0,0.0,,False,0.0
354790,3547908.0,SANTO ANTÔNIO DA ALEGRIA,-21.09241396123899,-47.19580707512086,0.0,0.0,0.0,,False,0.0
354800,3548005.0,SANTO ANTÔNIO DE POSSE,-22.603281212383237,-46.94988876555223,0.0,0.0,0.0,,False,0.0
354805,3548054.0,SANTO ANTÔNIO DO ARACANGUÁ,-20.87296035837374,-50.55432084079083,0.0,0.0,0.0,,False,0.0
354810,3548104.0,SANTO ANTÔNIO DO JARDIM,-22.130395889843445,-46.68330380381931,0.0,0.0,0.0,,False,0.0
354820,3548203.0,SANTO ANTÔNIO DO PINHAL,-22.831788992665683,-45.69799604321356,0.0,0.0,0.0,,False,0.0
354830,3548302.0,SANTO EXPEDITO,-21.82480860094877,-51.37018969603308,0.0,30000.0,8.73e-05,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020",False,0.0
354840,3548401.0,SANTÓPOLIS DO AGUAPEÍ,-21.66018582398045,-50.51799376887799,0.0,0.0,0.0,,False,0.0
350275,3502754.0,ARAÇARIGUAMA,-23.434442629263863,-47.07238040872208,0.0,0.0,0.0,,False,0.0
354860,3548609.0,SÃO BENTO DO SAPUCAÍ,-22.68150245245245,-45.68680399405195,522772.52,0.0,0.0,,True,0.0
354870,3548708.0,SÃO BERNARDO DO CAMPO,-23.812949449764933,-46.55086085420541,0.0,0.0,0.0,,False,0.0
354880,3548807.0,SÃO CAETANO DO SUL,-23.626190056082656,-46.566126872701545,0.0,0.0,0.0,,False,0.0
354890,3548906.0,SÃO CARLOS,-21.91896474811212,-47.86718864912853,0.0,0.0,0.0,,False,0.0
354900,3549003.0,SÃO FRANCISCO,-20.365755357864945,-50.67586150468151,0.0,0.0,0.0,,False,0.0
354910,3549102.0,SÃO JOÃO DA BOA VISTA,-21.97797021895747,-46.80211481571368,0.0,0.0,0.0,,False,0.0
354920,3549201.0,SÃO JOÃO DAS DUAS PONTES,-20.408353654199452,-50.38339667311504,0.0,0.0,0.0,,False,0.0
354925,3549250.0,SÃO JOÃO DE IRACEMA,-20.52075474531688,-50.35627240613884,127969.47,0.0,0.0,,True,0.0
354930,3549300.0,SÃO JOÃO DO PAU D'ALHO,-21.223460611219316,-51.67307340994274,0.0,0.0,0.0,,False,0.0
354940,3549409.0,SÃO JOAQUIM DA BARRA,-20.55055551227768,-47.93858543230456,0.0,0.0,0.0,,False,0.0
354950,3549508.0,SÃO JOSÉ DA BELA VISTA,-20.587495677248985,-47.62718277486484,255741.38,0.0,0.0,,True,0.0
354960,3549607.0,SÃO JOSÉ DO BARREIRO,-22.74882516187004,-44.58721873487392,206005.71,0.0,0.0,,True,0.0
354970,3549706.0,SÃO JOSÉ DO RIO PARDO,-21.60368695095005,-46.87946526020012,1809020.74,0.0,0.0,,True,0.0
354980,3549805.0,SÃO JOSÉ DO RIO PRETO,-20.79730923724708,-49.358085679087466,0.0,0.0,0.0,,False,0.0
354990,3549904.0,SÃO JOSÉ DOS CAMPOS,-23.09062189033992,-45.92854620985591,0.0,0.0,0.0,,False,0.0
354995,3549953.0,SÃO LOURENÇO DA SERRA,-23.852426413860016,-46.936344473580654,0.0,0.0,0.0,,False,0.0
355000,3550001.0,SÃO LUIZ DO PARAITINGA,-23.24013097428131,-45.25379351183591,448798.16,0.0,0.0,,True,0.0
355010,3550100.0,SÃO MANUEL,-22.682249503216443,-48.54047038441094,0.0,0.0,0.0,,False,0.0
355020,3550209.0,SÃO MIGUEL ARCANJO,-23.91396058143733,-47.99339532784112,0.0,0.0,0.0,,False,0.0
355030,3550308.0,SÃO PAULO,-23.65003775593321,-46.64813247544322,0.0,0.0,0.0,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
355040,3550407.0,SÃO PEDRO,-22.558096120941705,-47.924663998802025,0.0,0.0,0.0,,False,0.0
355050,3550506.0,SÃO PEDRO DO TURVO,-22.67898332551856,-49.77226440831992,0.0,0.0,0.0,,False,0.0
355060,3550605.0,SÃO ROQUE,-23.54900134921069,-47.10957202970403,0.0,0.0,0.0,,False,0.0
355070,3550704.0,SÃO SEBASTIÃO,-23.754375900085986,-45.60676246080549,0.0,0.0,0.0,,False,0.0
355080,3550803.0,SÃO SEBASTIÃO DA GRAMA,-21.75397590571348,-46.7530980604237,630743.04,0.0,0.0,,True,0.0
355090,3550902.0,SÃO SIMÃO,-21.461442688863567,-47.56838121268898,462547.15,0.0,0.0,,True,0.0
355100,3551009.0,SÃO VICENTE,-23.9591635440658,-46.48802584801181,0.0,0.0,0.0,,False,0.0
355110,3551108.0,SARAPUÍ,-23.66434950716638,-47.78575818602532,0.0,0.0,0.0,,False,0.0
355120,3551207.0,SARUTAIÁ,-23.2576293981773,-49.48169697928224,0.0,0.0,0.0,,False,0.0
355130,3551306.0,SEBASTIANÓPOLIS DO SUL,-20.62923304003337,-49.91581813344848,119189.02,0.0,0.0,,True,0.0
355140,3551405.0,SERRA AZUL,-21.3159981244014,-47.54972304616018,0.0,127460.0,0.0003199,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
355150,3551504.0,SERRANA,-21.21690249995419,-47.61245976794839,0.0,439090.0,0.001157,"Não cumprimento do disposto no art. 14, § 1º, I, II e V da Lei nº 14113/2020",False,0.0
350280,3502804.0,ARAÇATUBA,-21.11375947589673,-50.57455660855611,0.0,0.0,0.0,,False,0.0
355170,3551702.0,SERTÃOZINHO,-21.122931758967034,-48.00893543370208,0.0,0.0,0.0,,False,0.0
355180,3551801.0,SETE BARRAS,-24.273961249921552,-47.9341471636881,0.0,127300.0,0.0003369,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
355190,3551900.0,SEVERÍNIA,-20.79316966069003,-48.79357066870088,623391.45,0.0,0.0,,True,0.0
355200,3552007.0,SILVEIRAS,-22.73466894295873,-44.84094192444903,0.0,61860.0,0.0001704,"Não cumprimento do disposto no art. 14, § 1º, I e III da Lei nº 14113/2020",False,0.0
355210,3552106.0,SOCORRO,-22.611195723434125,-46.52439772782565,0.0,401220.0,0.0008885,"Não cumprimento do disposto no art. 14, § 1º, I e III da Lei nº 14113/2020",False,0.0
355220,3552205.0,SOROCABA,-23.46451768864602,-47.44675266535388,0.0,7236820.0,0.0166906,"Não cumprimento do disposto no art. 14, § 1º, II e III da Lei nº 14113/2020",False,0.0
355230,3552304.0,SUD MENNUCCI,-20.667585089198493,-50.90086753116333,0.0,73550.0,0.0001669,"Não cumprimento do disposto no art. 14, § 1º, I e III da Lei nº 14113/2020",False,0.0
355240,3552403.0,SUMARÉ,-22.841845144096123,-47.26299326612005,0.0,0.0,0.0,,False,0.0
355250,3552502.0,SUZANO,-23.60836111117772,-46.31045680046208,0.0,3074290.0,0.0069942,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
355255,3552551.0,SUZANÁPOLIS,-20.472839876154264,-51.07560354118723,227336.86,0.0,0.0,,True,0.0
355260,3552601.0,TABAPUÃ,-20.93178481716805,-49.02899650273587,0.0,0.0,0.0,,False,0.0
355270,3552700.0,TABATINGA,-21.712485245008537,-48.62909649221364,0.0,147690.0,0.0003612,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
355280,3552809.0,TABOÃO DA SERRA,-23.620591365358987,-46.78627768612607,0.0,0.0,0.0,,False,0.0
350290,3502903.0,ARAÇOIABA DA SERRA,-23.543888413040904,-47.65152990869348,0.0,0.0,0.0,,False,0.0
355300,3553005.0,TAGUAÍ,-23.474474746688344,-49.397413165006085,0.0,0.0,0.0,,False,0.0
355310,3553104.0,TAIAÇU,-21.13223420924377,-48.530229937709,0.0,0.0,0.0,,False,0.0
355320,3553203.0,TAIÚVA,-21.13265072397656,-48.42824703996087,0.0,0.0,0.0,,False,0.0
355330,3553302.0,TAMBAÚ,-21.601763176552105,-47.23906042764237,536941.05,0.0,0.0,,True,0.0
355340,3553401.0,TANABI,-20.531187381931016,-49.646500643879214,0.0,252650.0,0.0007028,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
355350,3553500.0,TAPIRAÍ,-24.00868819364184,-47.6194498737829,0.0,0.0,0.0,,False,0.0
355360,3553609.0,TAPIRATIBA,-21.45076619159879,-46.741813081724985,0.0,118160.0,0.0003123,"Não cumprimento do disposto no art. 14, § 1º, I, II e V da Lei nº 14113/2020",False,0.0
350300,3503000.0,ARAMINA,-20.144859353107314,-47.820624051470006,0.0,54200.0,0.0001524,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
350315,3503158.0,ARAPEÍ,-22.672980583807185,-44.438556095727726,100867.23,0.0,0.0,,True,0.0
355380,3553807.0,TAQUARITUBA,-23.53020122974131,-49.23461489373628,0.0,243500.0,0.000568,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020",False,0.0
355385,3553856.0,TAQUARIVAÍ,-23.943339692878784,-48.68798209749916,362275.76,0.0,0.0,,True,0.0
355390,3553906.0,TARABAI,-22.35803391082268,-51.625862292116416,0.0,65360.0,0.0001779,"Não cumprimento do disposto no art. 14, § 1º, I e III da Lei nº 14113/2020",False,0.0
355395,3553955.0,TARUMÃ,-22.763508588368676,-50.601451612342615,1205676.93,0.0,0.0,,True,0.0
355400,3554003.0,TATUÍ,-23.3620728521042,-47.86960436816076,0.0,0.0,0.0,,False,0.0
355410,3554102.0,TAUBATÉ,-23.087139891330544,-45.50244200173479,0.0,0.0,0.0,,False,0.0
355420,3554201.0,TEJUPÁ,-23.34253039209844,-49.30659224471595,319080.52,0.0,0.0,,True,0.0
355430,3554300.0,TEODORO SAMPAIO,-22.41665516230801,-52.37404393876587,0.0,221730.0,0.0005786,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
350320,3503208.0,ARARAQUARA,-21.7916445535166,-48.18127581782254,0.0,2422280.0,0.0046255,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
355450,3554508.0,TIETÊ,-23.049520641161664,-47.70762758443632,0.0,0.0,0.0,,False,0.0
355460,3554607.0,TIMBURI,-23.195839582006357,-49.610331497162576,0.0,24640.0,7.25e-05,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020",False,0.0
355465,3554656.0,TORRE DE PEDRA,-23.25009503157295,-48.21269508191706,0.0,20460.0,6.45e-05,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
355470,3554706.0,TORRINHA,-22.44463030468996,-48.16445119538171,0.0,93350.0,7.42e-05,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020",False,0.0
355475,3554755.0,TRABIJU,-22.03232262296615,-48.34525774993087,0.0,16820.0,4.36e-05,"Não cumprimento do disposto no art. 14, § 1º, I e V da Lei nº 14113/2020",False,0.0
350055,3500550.0,ÁGUAS DE SANTA BÁRBARA,-22.85789341226489,-49.261087707464334,0.0,0.0,0.0,,False,0.0
355490,3554904.0,TRÊS FRONTEIRAS,-20.27364601627323,-50.86960478271763,0.0,0.0,0.0,,False,0.0
355495,3554953.0,TUIUTI,-22.830301783414725,-46.68763651074644,0.0,67780.0,0.0001739,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
355500,3555000.0,TUPÃ,-21.94729417986575,-50.534689507427736,0.0,0.0,0.0,,False,0.0
350330,3503307.0,ARARAS,-22.346110281976458,-47.32390937939597,0.0,1308660.0,0.0028886,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
355520,3555208.0,TURIÚBA,-20.940518900534144,-50.11120173505838,52678.61,0.0,0.0,,True,0.0
355530,3555307.0,TURMALINA,-20.083525022210598,-50.45678399954123,0.0,16690.0,4.15e-05,"Não cumprimento do disposto no art. 14, § 1º, I e V da Lei nº 14113/2020",False,0.0
355535,3555356.0,UBARANA,-21.21979983727772,-49.748214101710495,0.0,53650.0,0.0001691,"Não cumprimento do disposto no art. 14, § 1º, I e V da Lei nº 14113/2020",False,0.0
355540,3555406.0,UBATUBA,-23.38125472387305,-45.02422936005914,0.0,929810.0,0.0023508,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
355550,3555505.0,UBIRAJARA,-22.54428583307445,-49.66593343105327,0.0,51320.0,0.0001595,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
355560,3555604.0,UCHOA,-20.936989870971736,-49.15777320382337,0.0,103940.0,0.0002884,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
355570,3555703.0,UNIÃO PAULISTA,-20.890522517729835,-49.8872524720099,0.0,0.0,0.0,,False,0.0
355580,3555802.0,URÂNIA,-20.208781222788733,-50.65244538323351,0.0,0.0,0.0,,False,0.0
355590,3555901.0,URU,-21.765872961643822,-49.29631917508594,0.0,13870.0,4.97e-05,"Não cumprimento do disposto no art. 14, § 1º, I e V da Lei nº 14113/2020",False,0.0
355600,3556008.0,URUPÊS,-21.20520555733108,-49.26519677523182,585487.77,0.0,0.0,,True,0.0
350020,3500204.0,ADOLFO,-21.288722205285318,-49.65329407487982,0.0,43510.0,0.0001282,"Não cumprimento do disposto no art. 14, § 1º, I e V da Lei nº 14113/2020",False,0.0
350010,3500105.0,ADAMANTINA,-21.57664045679995,-51.05678056877712,0.0,346870.0,0.0007679,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
355630,3556305.0,VALPARAÍSO,-21.203075353807414,-50.92385218492663,0.0,0.0,0.0,,False,0.0
355635,3556354.0,VARGEM,-22.890146624266094,-46.41461720073582,0.0,105120.0,0.0002266,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020",False,0.0
355640,3556404.0,VARGEM GRANDE DO SUL,-21.860689324453578,-46.89894551956858,0.0,401330.0,0.0009923,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020",False,0.0
355645,3556453.0,VARGEM GRANDE PAULISTA,-23.620887414503592,-47.01474250726896,0.0,504150.0,0.0013557,"Não cumprimento do disposto no art. 14, § 1º, I e III da Lei nº 14113/2020",False,0.0
355650,3556503.0,VÁRZEA PAULISTA,-23.219229183404916,-46.82500207888124,0.0,0.0,0.0,,False,0.0
350335,3503356.0,ARCO-ÍRIS,-21.766341041393986,-50.4308922855078,0.0,0.0,0.0,,False,0.0
355670,3556701.0,VINHEDO,-23.04649906458516,-46.979235253705056,0.0,765400.0,0.0019398,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
350350,3503505.0,AREIAS,-22.673185558456755,-44.712363467067824,0.0,35770.0,7.75e-05,"Não cumprimento do disposto no art. 14, § 1º, I e V da Lei nº 14113/2020",False,0.0
350360,3503604.0,AREIÓPOLIS,-22.631723113303487,-48.65284600386561,476233.05,0.0,0.0,,True,0.0
355695,3556958.0,VITÓRIA BRASIL,-20.1982700773567,-50.48541826411496,0.0,0.0,0.0,,False,0.0
355700,3557006.0,VOTORANTIM,-23.579818228411717,-47.40668509363695,0.0,1279230.0,0.0031739,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
350380,3503802.0,ARTUR NOGUEIRA,-22.5612480725299,-47.13213593925919,0.0,514560.0,0.001293,"Não cumprimento do disposto no art. 14, § 1º, I e III da Lei nº 14113/2020",False,0.0
355715,3557154.0,ZACARIAS,-21.12543400255694,-50.04937802496498,0.0,26920.0,7.84e-05,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020",False,0.0
355720,3557204.0,CHAVANTES,-23.046357558772936,-49.72656855996412,0.0,122110.0,0.0003632,"Não cumprimento do disposto no art. 14, § 1º, I e III da Lei nº 14113/2020",False,0.0
350040,3500402.0,ÁGUAS DA PRATA,-21.913669612735244,-46.691707043623055,0.0,0.0,0.0,,False,0.0
